YM,JOIN_SN,JOIN_SN_TYP,BIZ_SN,SCTR_CD,COM_SN,IS_ME,DLQ_CD_1,DLQ_CD_2,DLQ_RGST_DT,DLQ_RGST_AMT,DLQ_AMT,RLS_RSN_CD,RLS_DT
201903,1363612,1,0,24,2458952,0,0101,0,201401,13000,13000,00,000000
201909,649661,1,0,01,2583208,0,0104,7,201903,350,350,00,000000
201905,1400060,1,0,21,8607192,0,0101,0,201402,3100,5400,00,000000
201910,709492,1,0,05,9757665,0,0104,7,201402,6700,0,07,201901
201904,848545,1,173483,12,1727041,0,0202,7,201510,57000,56000,00,000000
201811,1345285,1,0,01,2110849,0,0102,7,201511,250,2,00,000000
201807,1133230,1,0,05,7169352,0,0104,7,201712,2000,2000,00,000000
201812,1344651,1,0,12,4077084,0,0101,0,201408,20000,20000,00,000000
201912,623135,1,0,12,5700563,0,0201,0,201712,840,840,00,000000
202006,1086997,1,0,24,1749554,0,0103,0,201311,3100,3100,00,000000
202002,1151100,1,0,01,4533736,0,0103,7,201608,3700,3700,16,201908
201905,815540,1,0,21,8918805,0,0101,7,201702,610,610,00,000000
201910,1419877,1,0,01,4597342,0,0104,7,201909,2600,2600,00,000000
201812,760172,1,0,12,3173356,0,0101,0,201105,13000,13000,04,201805
201912,824660,1,0,01,8472262,0,0102,7,201412,41000,2,13,201901
202006,636569,1,0,05,4895494,0,0104,7,201306,1100,1100,99,202006
201903,1681954,1,0,05,1892330,0,0104,0,201901,140,140,00,000000
201812,846642,1,0,12,5403960,0,0101,0,201206,14000,14000,00,000000
201807,705886,1,0,12,671906,0,0112,0,201010,19000,19000,99,201710
201910,18047,1,0,24,6291680,0,0101,0,201710,2400,1,00,000000
201902,1714896,1,0,05,8911399,0,0103,7,201704,460,460,00,000000
201904,544682,1,0,12,7988722,0,0101,0,201503,2700,2700,00,000000
201904,1578781,1,3981,21,9484464,0,0101,0,201609,3600,3600,00,000000
201909,1545255,1,0,03,9849294,0,0101,0,201802,5900,5900,00,000000
202003,1636094,1,0,05,2206290,0,0103,7,201905,2100,1800,00,000000
202004,1166417,1,0,24,5405465,0,0101,0,201501,12000,12000,00,000000
201808,1042067,1,0,12,9443362,0,0201,0,201406,690,690,00,000000
202003,259690,1,0,05,6900134,0,0103,0,201902,1000,320,00,000000
201902,553894,1,0,01,8060936,0,0104,0,201812,1300,1300,00,000000
201908,593771,1,0,24,10023998,0,0101,0,201506,12000,12000,00,000000
201806,1270116,1,0,05,5180494,0,0104,7,201009,2500,2500,99,201709
202006,108940,1,161782,12,2571060,0,0101,7,201611,44000,1,10,201908
201908,1719201,1,0,12,3704237,0,0115,0,201801,750,750,00,000000
201812,526162,1,0,03,4412600,0,0101,7,201708,9200,9200,00,000000
202005,1555314,1,0,01,4700773,0,0101,7,201504,29000,29000,00,000000
201912,398949,1,0,21,1755865,0,0101,0,201906,3500,1,00,000000
202003,364654,1,0,12,6647610,0,0101,0,201205,1200,1200,99,201905
202005,157214,1,0,24,8591230,0,0104,0,201405,4500,4500,00,000000
202002,1453,1,0,24,7322190,0,0101,0,201706,1400,1400,00,000000
201806,1233170,1,0,21,3655230,0,0101,7,201608,2100,1,00,000000
201904,865980,1,189396,12,704281,0,0202,7,201111,6300,6200,99,201811
201902,952132,1,0,01,7463363,0,0104,7,201112,4700,4700,99,201812
201808,1266436,1,0,05,6986269,0,0103,7,201302,1100,1100,00,000000
201904,941161,1,0,05,8932712,0,0104,7,201510,100,100,00,000000
201906,251590,1,0,12,1735584,0,0104,0,201510,1900,1900,00,000000
201902,179321,1,0,05,1798340,0,0104,7,201606,130,130,00,000000
201807,1054072,1,0,05,8574028,0,0103,7,201407,2800,2800,00,000000
201806,619476,1,0,05,7116637,0,0104,7,201505,270,270,00,000000
201903,1477367,1,102123,16,4523709,0,0105,0,201802,4900,380,12,201809
201910,728386,1,0,05,7953570,0,0103,7,201407,3100,3000,00,000000
201902,1719201,1,0,12,3704237,0,0115,0,201801,750,750,00,000000
201807,1245631,1,0,03,7876112,0,0101,7,201112,6400,620,00,000000
201810,980416,1,0,12,7634261,0,0112,0,201303,7400,7400,00,000000
201902,89504,1,0,05,5058923,0,0103,7,201301,1000,1000,00,000000
201908,611658,1,0,17,2770976,0,0101,7,201411,8500,0,01,201907
201910,730568,1,0,12,98199,0,0104,0,201404,2700,2700,00,000000
201902,1935311,1,0,12,8981500,0,0201,0,201807,1100,1100,00,000000
201808,1891733,1,0,12,898537,0,0115,0,201405,2200,2200,00,000000
201812,1116831,1,0,05,2510645,0,0103,7,201705,1000,1000,00,000000
201901,1210770,1,0,05,7473948,0,0104,7,201507,520,520,00,000000
201809,739060,1,0,03,1232272,0,0101,0,201504,6000,6000,00,000000
201904,667001,1,0,05,1235373,0,0103,7,201803,1300,1300,00,000000
201810,779049,1,0,03,1414236,0,0101,7,201109,100000,100000,99,201809
201810,48064,1,0,05,6432947,0,0104,7,201710,1100,1100,00,000000
202003,135584,1,0,12,5266167,0,0201,0,201812,720,720,00,000000
201806,1132423,1,0,05,8188593,0,0104,7,201404,5700,5700,00,000000
201902,1895868,1,0,12,7223913,0,0201,0,201805,630,630,00,000000
201809,791353,1,0,12,194802,0,0201,0,201807,100,100,00,000000
201811,1930541,1,0,03,940830,0,0101,7,201301,1300,2,00,000000
201907,95941,1,0,12,3172745,0,0115,0,201702,200,200,00,000000
201912,1207305,1,179400,12,4743791,0,0202,7,201210,8000,8000,99,201910
201909,863398,1,0,03,10062488,0,0104,0,201703,5100,5100,00,000000
201906,564209,1,0,24,1485061,0,0101,0,201807,4900,4900,00,000000
201906,1928510,1,0,01,9383080,0,0101,7,201406,32000,32000,00,000000
201806,1597291,1,0,17,5783517,0,0101,7,201109,100,100,00,000000
201808,831990,1,0,01,3840231,0,0101,7,201306,2700,170,00,000000
201808,726987,1,0,12,737697,0,0201,0,201407,4900,3900,00,000000
201902,665984,1,0,12,7036634,0,0101,0,201201,180,180,99,201901
201806,1687943,1,0,12,5918562,0,0202,0,201603,2300,2300,00,000000
201903,1907852,1,0,12,242911,0,0201,0,201503,510,300,00,000000
201811,467859,1,0,01,2225557,0,0101,0,201811,550,550,00,000000
201810,1030254,1,0,12,2054137,0,0202,0,201303,9000,9000,00,000000
202003,1323540,1,0,24,425701,0,0101,0,201808,4300,4300,00,000000
201912,1323540,1,169886,12,2692261,0,0202,0,201511,12000,12000,00,000000
201905,1204979,1,0,12,801532,0,0101,0,201509,5500,5500,00,000000
201907,1719201,1,0,12,3704237,0,0115,0,201801,800,800,00,000000
201901,1365526,1,0,01,8936548,0,0104,7,201710,420,420,00,000000
201912,74540,1,0,05,4176057,0,0103,7,201509,13000,13000,00,000000
202004,1116703,1,0,12,5371804,0,0115,0,202002,360,360,00,000000
201905,1453,1,0,05,4092743,0,0104,7,201704,860,860,00,000000
201912,257771,1,0,12,3633166,0,0201,0,201711,170,120,00,000000
202005,1067296,1,0,12,7067849,0,0201,0,201805,900,900,00,000000
201806,726987,1,0,12,737697,0,0201,0,201407,4900,3900,00,000000
201806,815540,1,0,05,5177381,0,0104,7,201612,960,960,00,000000
201808,480683,1,0,05,2366100,0,0104,7,201610,9600,9500,14,201801
202001,150029,1,0,12,9325616,0,0201,0,201904,120,120,00,000000
201904,1305696,1,0,05,7479795,0,0104,7,201304,910,2100,00,000000
201808,260815,1,0,12,1790167,0,0201,0,201603,880,560,00,000000
202001,1234977,1,0,12,6465347,0,0103,0,201211,3000,3000,99,201911
202004,597307,1,0,17,4965443,0,0101,7,201709,8800,8800,00,000000
202004,1323540,1,0,24,4659149,0,0104,7,201512,570,0,00,000000
201911,1374972,1,0,05,6386117,0,0104,7,201609,1700,1700,00,000000
201806,487843,1,0,12,6843452,0,0113,0,201212,4800,4800,00,000000
202004,525621,1,0,12,3373777,0,0201,0,201806,790,790,00,000000
201907,578219,1,0,24,8448722,0,0101,0,201804,7800,6900,00,000000
201907,1130358,1,0,12,8841540,0,0201,0,201712,100,100,00,000000
202005,1726554,1,73201,12,3623123,0,0202,7,201211,2500,2500,99,201911
201912,1086997,1,0,24,1749554,0,0103,0,201311,3100,3100,00,000000
201809,305778,1,0,01,5370071,0,0101,7,201210,19000,100,16,201809
201904,1719201,1,0,12,3704237,0,0115,0,201801,800,800,00,000000
202004,1620442,1,0,12,4998853,0,0201,0,201911,990,990,00,000000
201906,171450,1,0,12,4116348,0,0201,0,201903,1100,1100,00,000000
201912,576528,1,0,05,1715488,0,0104,7,201509,1800,1800,00,000000
201909,1339382,1,0,05,1863274,0,0104,7,201701,590,590,00,000000
201904,1030254,1,0,01,713715,0,0101,7,201212,3200,3200,00,000000
201905,972751,1,0,12,3483853,0,0201,0,201905,1200,1200,00,000000
201809,1687943,1,0,05,9284709,0,0103,7,201404,5500,5500,00,000000
201808,18047,1,0,12,9466482,0,0201,0,201706,120,120,00,000000
201808,136631,1,0,12,428139,0,0101,0,201512,5500,5500,00,000000
201905,535280,1,0,05,8076934,0,0103,7,201703,2400,2400,00,000000
201909,988215,1,0,05,7364093,0,0104,0,201909,210,210,00,000000
201908,1116831,1,0,05,9842298,0,0104,7,201704,3600,3600,00,000000
202004,619476,1,0,17,9189247,0,0101,7,201505,5500,5500,00,000000
201901,893588,1,0,05,6014387,0,0104,7,201311,2200,2200,00,000000
201812,1714896,1,0,01,9973033,0,0101,7,201704,21000,20000,00,000000
201901,1260229,1,0,12,5693640,0,0201,0,201812,1200,1200,00,000000
202006,1845706,1,0,03,242206,0,0101,0,201909,100000,100000,00,000000
201907,1658649,1,0,21,452927,0,0101,7,201504,8400,840,00,000000
202005,1330941,1,0,12,9557954,0,0101,0,201407,240,240,00,000000
201812,1688837,1,0,12,1269675,0,0201,0,201709,140,140,00,000000
201911,1116831,1,0,05,2510645,0,0104,7,201705,11000,11000,00,000000
201901,1339382,1,0,05,1863274,0,0104,7,201701,590,590,00,000000
201809,1067296,1,0,12,7067849,0,0201,0,201806,900,900,00,000000
201806,733485,1,0,16,3546838,0,0101,7,201108,13000,2400,00,000000
201911,323662,1,0,05,5002478,0,0103,7,201610,5100,5100,00,000000
202003,345412,1,0,05,173712,0,0104,7,201511,870,870,00,000000
201812,1658649,1,0,12,5650180,0,0101,0,201505,2400,2400,00,000000
201902,1486628,1,186529,01,9627993,0,0101,7,201111,97000,97000,99,201811
201910,308321,1,0,17,4044528,0,0105,7,201408,590,590,00,000000
201810,1012213,1,0,21,6812339,0,0101,7,201502,16000,1600,00,000000
201907,1267658,1,0,12,4613884,0,0104,0,201305,850,850,00,000000
202003,1266436,1,0,05,6986269,0,0103,7,201302,1100,1100,99,202002
202002,1166417,1,0,12,5409969,0,0101,0,201501,5000,5000,00,000000
201806,509286,1,0,05,6096248,0,0104,7,201212,18000,0,07,201710
201902,526162,1,0,03,4412600,0,0104,7,201705,920,920,00,000000
201910,1043858,1,0,12,9529431,0,0201,0,201809,1000,1000,00,000000
201903,841465,1,0,05,9934414,0,0104,7,201604,12000,12000,00,000000
201901,172372,1,0,05,9271032,0,0104,7,201202,1200,1200,00,000000
201910,323662,1,0,05,1712142,0,0101,7,201701,280,280,00,000000
201907,1422659,1,0,05,9999,0,0104,7,201509,1500,1500,00,000000
202006,907060,1,35420,12,1119576,0,0202,0,201211,9600,9400,99,201911
201808,1719201,1,0,12,3704237,0,0115,0,201801,780,780,00,000000
201901,733485,1,0,16,3546838,0,0101,7,201108,13000,2400,99,201808
201807,1578805,1,0,12,5185634,0,0201,0,201708,450,450,00,000000
201905,1703817,1,0,12,353886,0,0201,0,201702,780,780,00,000000
202004,17849,1,0,05,254778,0,0104,7,201509,6700,6700,00,000000
201903,402949,1,0,01,1265040,0,0101,7,201407,5600,3900,00,000000
201904,1071628,1,0,12,6774191,0,0201,0,201901,450,450,00,000000
201908,1311201,1,0,12,6967829,0,0202,0,201711,2100,2100,00,000000
201806,893588,1,0,12,7824836,0,0112,0,201311,3500,3500,00,000000
201807,345412,1,0,12,6605270,0,0101,0,201511,1300,1300,00,000000
202001,78305,1,0,05,4031004,0,0103,7,201808,4400,4400,12,201905
202004,1140557,1,0,24,528496,0,0101,0,201904,4000,4000,00,000000
202003,1515590,1,0,12,9016174,0,0104,0,201602,100,100,00,000000
201808,1177091,1,0,05,9996651,0,0103,7,201804,630,630,00,000000
201912,1117439,1,0,12,7894701,0,0101,0,201407,18000,18000,00,000000
202002,1745253,1,229,12,7560541,0,0202,7,201412,5600,5600,00,000000
201903,788667,1,0,12,1544022,0,0104,0,201207,710,710,00,000000
201909,879925,1,0,12,1080466,0,0112,0,201404,3100,2700,00,000000
201906,597736,1,0,03,9401476,0,0101,0,201407,4000,2800,00,000000
201811,1868478,1,0,05,1440190,0,0104,7,201310,1400,1400,00,000000
202001,841227,1,0,05,9230403,0,0104,7,201902,2800,2800,00,000000
201811,1466519,1,0,17,7311837,0,0101,0,201804,3500,580,00,000000
201910,1076080,1,0,12,5791105,0,0101,0,201502,3100,1400,00,000000
201911,620024,1,38980,01,3909459,0,0104,7,201806,4000,3500,00,000000
201902,726377,1,0,01,571147,0,0101,7,201411,8000,8000,00,000000
201901,841465,1,0,05,9934414,0,0104,7,201604,12000,12000,00,000000
201907,1598103,1,0,08,5047957,0,0101,7,201801,1900,680,00,000000
202006,1012213,1,0,24,6553913,0,0101,0,201704,16000,16000,00,000000
201905,1070186,1,0,05,9618684,0,0104,7,201612,270,270,00,000000
202003,7704,1,0,16,1769522,0,0101,0,201806,20000,1100,14,201907
201811,636569,1,0,05,4895494,0,0103,7,201306,1900,1900,00,000000
201909,398949,1,0,24,5533281,0,0101,0,201904,9400,9400,00,000000
201905,704113,1,0,05,8306934,0,0104,7,201303,740,740,00,000000
201903,1324996,1,0,05,2539547,0,0104,7,201108,23000,23000,99,201808
202001,1116831,1,0,05,2510645,0,0103,7,201708,720,720,00,000000
201812,863398,1,0,05,2910416,0,0104,7,201704,2200,2200,00,000000
201902,1224863,1,0,12,7702101,0,0101,0,201205,6000,6000,00,000000
201811,1930541,1,0,03,940830,0,0101,7,201208,100000,2,00,000000
201812,1895868,1,0,12,7223913,0,0201,0,201805,630,630,00,000000
202006,1884331,1,0,05,5178498,0,0104,7,201901,110,110,00,000000
201807,1899847,1,0,12,9582077,0,0201,0,201310,370,370,00,000000
201901,406630,1,0,05,6868611,0,0104,7,201305,3800,3800,00,000000
201909,1895868,1,0,12,7223913,0,0201,0,201803,500,500,00,000000
201811,611965,1,0,05,3869857,0,0103,7,201404,760,760,00,000000
201807,1714372,1,0,01,928130,0,0104,7,201602,5800,5800,00,000000
201902,1841940,1,0,12,7274000,0,0201,0,201809,1500,1500,00,000000
202005,1274513,1,0,12,8547044,0,0201,0,201906,390,390,00,000000
201902,239388,1,0,01,7070307,0,0104,7,201701,730,730,00,000000
201908,1081434,1,0,05,9612854,0,0103,7,201601,200,200,00,000000
202004,815540,1,0,05,5177381,0,0104,7,201612,960,960,00,000000
202001,1151100,1,0,01,4533736,0,0103,7,201608,3700,3700,16,201908
202003,525621,1,0,24,1074381,0,0101,0,201805,1100,1100,00,000000
202001,406630,1,0,16,9325969,0,0101,7,201607,2700,2700,00,000000
202004,157214,1,0,05,7970828,0,0104,7,201404,2700,2700,00,000000
201909,513378,1,0,24,5553749,0,0104,0,201310,10000,10000,00,000000
201902,1892217,1,0,12,451040,0,0201,0,201510,9300,9300,00,000000
202006,1658649,1,0,12,4458146,0,0202,0,201505,7900,7900,00,000000
201909,532930,1,0,05,7210595,0,0104,7,201809,100,100,00,000000
201910,437424,1,49157,12,3590036,0,0202,0,201505,6100,6100,00,000000
202005,1004834,1,0,12,5248103,0,0112,0,201605,12000,12000,00,000000
201909,580421,1,0,05,4237116,0,0103,7,201110,1300,1300,99,201810
201903,1374972,1,0,05,6386117,0,0103,7,201609,9100,9100,00,000000
201809,1245631,1,0,03,7876112,0,0101,7,201105,3300,2,99,201805
202003,636549,1,79203,03,452584,0,0101,7,201604,11000,370,00,000000
201910,1210770,1,0,21,3175694,0,0101,0,201906,13000,13000,00,000000
202006,220410,1,0,24,9223485,0,0101,0,201707,680,680,00,000000
201909,74540,1,0,05,6080189,0,0104,7,201509,490,490,00,000000
201906,1884331,1,0,05,5178498,0,0104,7,201901,110,110,00,000000
202005,1453,1,0,24,7322190,0,0101,0,201706,1400,1400,00,000000
201812,983278,1,0,01,2485619,0,0101,7,201303,31000,31000,00,000000
202006,76749,1,0,12,3326521,0,0112,0,201207,21000,19000,99,201907
201908,1983,1,0,01,3023420,0,0101,7,201902,4100,1,00,000000
201910,1585700,1,0,24,5629349,0,0101,0,201805,27000,27000,00,000000
202003,405172,1,0,05,10055393,0,0104,0,202001,1300,1300,00,000000
201810,236368,1,0,05,8579668,0,0104,7,201411,440,430,00,000000
201903,934919,1,0,05,8080517,0,0104,7,201311,3800,3900,00,000000
201812,613244,1,0,12,229111,0,0112,0,201310,6500,6500,00,000000
201905,1841940,1,0,12,7274000,0,0201,0,201809,1300,1300,00,000000
201911,714782,1,0,05,7159201,0,0104,7,201704,6000,4100,00,000000
201909,1346373,1,0,21,8708824,0,0101,0,201504,3000,3000,00,000000
201903,1546880,1,0,05,151624,0,0104,7,201505,5600,5600,10,201901
202005,108940,1,161782,12,2571060,0,0101,7,201611,44000,1,10,201908
201811,1324996,1,0,06,2244710,0,0101,7,201109,100000,100000,99,201809
201809,38182,1,0,05,8071500,0,0103,7,201407,710,450,00,000000
201810,179321,1,0,05,1798340,0,0104,7,201606,130,130,00,000000
201908,1714896,1,78678,12,9062790,0,0202,0,201702,64000,64000,00,000000
201911,293288,1,0,05,2668395,0,0103,7,201306,2000,2000,00,000000
202002,974190,1,0,12,5077634,0,0201,0,201905,280,280,00,000000
201806,11995,1,0,05,4591186,0,0103,7,201404,660,220,00,000000
201907,730568,1,0,12,98199,0,0104,0,201404,2700,2700,00,000000
201912,798855,1,0,05,5282663,0,0104,7,201405,980,980,00,000000
201904,1346373,1,0,12,6817516,0,0104,0,201310,3500,3500,00,000000
201909,1578781,1,3981,21,9484464,0,0101,0,201608,800,1,00,000000
201903,1726554,1,73201,12,3623123,0,0202,7,201211,2500,2500,00,000000
202006,1032629,1,0,24,7419677,0,0101,0,201910,1300,1300,00,000000
201806,1658649,1,0,12,4458146,0,0202,0,201505,8200,8200,00,000000
201901,1422659,1,0,05,9999,0,0104,7,201509,1500,1500,00,000000
201903,861258,1,0,01,4289939,0,0101,7,201311,8000,150,00,000000
201905,696952,1,0,12,1698086,0,0201,0,201809,370,370,00,000000
201911,109155,1,0,24,818679,0,0101,0,201411,3500,3500,00,000000
201906,295724,1,0,05,5261761,0,0104,7,201201,3000,3000,99,201901
201908,1012213,1,0,24,7236651,0,0101,0,201501,6700,6700,00,000000
201904,1284370,1,0,21,321796,0,0101,7,201202,2600,2600,99,201902
202003,564209,1,0,24,6358456,0,0101,0,201807,5500,4900,00,000000
201908,256530,1,0,03,8230996,0,0101,0,201710,5100,5100,00,000000
201811,980416,1,0,05,1915488,0,0104,7,201303,2200,2200,00,000000
201909,1755349,1,0,12,1411743,0,0201,0,201901,200,200,00,000000
201905,937737,1,0,12,3578208,0,0201,0,201804,170,170,00,000000
201911,260815,1,0,12,1790167,0,0201,0,201603,920,230,00,000000
201904,1374972,1,0,05,6386117,0,0103,7,201609,9100,9100,00,000000
201907,343589,1,0,24,7487795,0,0101,0,201608,6100,6100,00,000000
201902,1321535,1,0,03,4264780,0,0101,7,201402,660,660,00,000000
202001,503941,1,0,12,753965,0,0101,0,201507,2000,2000,00,000000
201911,1892217,1,0,12,451040,0,0201,0,201510,14000,0,01,201903
201811,78054,1,0,12,8779932,0,0201,0,201810,1100,1100,00,000000
201901,62214,1,0,01,7346108,0,0101,0,201712,54000,5400,00,000000
201903,1184545,1,116245,12,4056693,0,0202,7,201207,8400,8400,00,000000
201909,613244,1,0,05,1017156,0,0104,7,201310,5300,5300,00,000000
201904,1816257,1,146512,12,5780169,0,0202,0,201409,13000,13000,00,000000
202006,1509884,1,0,12,871202,0,0112,0,201610,11000,11000,00,000000
201904,1486628,1,186529,12,713650,0,0202,7,201110,48000,48000,99,201810
201911,1305696,1,0,12,7563227,0,0207,0,201308,1900,0,00,000000
201912,1687943,1,0,12,5918562,0,0202,0,201603,2300,2300,00,000000
201810,405006,1,0,05,5212947,0,0104,7,201011,1300,1300,99,201711
202006,206349,1,0,05,5761492,0,0104,7,201808,100,100,00,000000
202002,1630274,1,0,05,6393320,0,0104,7,201502,1700,1700,00,000000
201904,709492,1,154146,12,3042737,0,0202,0,201401,33000,33000,00,000000
201906,941161,1,133673,12,1283075,0,0202,0,201508,9000,9000,00,000000
201910,68474,1,0,05,6316617,0,0104,0,201907,2300,2200,00,000000
201911,1662918,1,0,05,6414885,0,0104,0,201911,2300,1800,00,000000
201909,713447,1,0,05,733891,0,0104,7,201309,15000,13000,00,000000
201811,1365529,1,0,05,2908989,0,0104,0,201801,5800,0,01,201805
201910,1116831,1,0,05,2510645,0,0103,7,201705,1000,1000,00,000000
201911,548467,1,0,01,1317651,0,0101,7,201508,2400,2400,00,000000
201912,1745253,1,229,12,8617222,0,0202,0,201412,54000,54000,00,000000
201910,314410,1,0,21,7317271,0,0101,0,201611,73000,73000,00,000000
201812,1328956,1,0,12,2059128,0,0208,0,201505,3700,3200,00,000000
201905,619476,1,0,12,2063639,0,0202,0,201601,2600,2600,00,000000
201810,934919,1,0,12,3152184,0,0101,0,201508,5500,5500,00,000000
201812,1625999,1,0,12,9096824,0,0201,0,201703,470,470,00,000000
202006,1755143,1,0,01,5311260,0,0101,7,201212,9600,9600,99,201912
201906,779049,1,0,03,1414236,0,0101,7,201109,100000,100000,99,201809
201906,1323540,1,0,12,7735930,0,0101,0,201512,420,420,00,000000
201910,711810,1,0,21,243379,0,0101,0,201208,6900,740,99,201908
201807,1245631,1,0,03,7876112,0,0202,7,201205,16000,16000,16,201712
201909,260815,1,0,12,1790167,0,0201,0,201603,920,250,00,000000
201906,1160431,1,0,12,2907308,0,0201,0,201810,320,320,00,000000
201907,134608,1,67491,12,9844432,0,0202,7,201401,17000,9200,00,000000
201908,125363,1,43519,12,3580653,0,0202,7,201212,8300,8300,00,000000
202005,709492,1,0,01,635312,0,0101,7,201402,12000,12000,15,201910
201809,213111,1,0,12,6080743,0,0115,0,201704,1100,1100,00,000000
201904,1496577,1,0,12,3771236,0,0101,0,201506,1600,1600,00,000000
201908,952132,1,0,12,4418211,0,0112,0,201111,10000,10000,99,201811
202005,1930541,1,0,03,940830,0,0203,0,201604,280,280,00,000000
201808,793886,1,0,05,9517998,0,0103,7,201804,1600,1600,00,000000
201907,1016506,1,0,08,2298019,0,0101,7,201601,3400,3400,00,000000
202001,1124069,1,0,12,9132953,0,0202,0,201209,950,950,99,201909
201906,775819,1,0,12,1977805,0,0101,0,201301,970,970,00,000000
201909,1714896,1,0,05,7168281,0,0103,7,201705,400,400,00,000000
201909,358634,1,0,12,4089884,0,0201,0,201708,200,100,00,000000
201904,1905058,1,0,05,7654943,0,0104,0,201901,270,270,00,000000
202001,432295,1,0,01,7605299,0,0104,7,201607,2200,2200,00,000000
201907,858231,1,0,05,3579750,0,0104,7,201807,390,390,00,000000
202006,262237,1,0,08,6537982,0,0101,0,201912,590,1,00,000000
201811,1504910,1,0,05,1149462,0,0103,7,201112,6800,6800,00,000000
201912,18047,1,0,12,9466482,0,0201,0,201706,120,120,00,000000
201809,345412,1,0,05,4941826,0,0104,7,201512,1900,1900,00,000000
201812,379523,1,0,16,5366511,0,0101,7,201309,13000,13000,00,000000
202001,1012213,1,0,17,9892259,0,0101,7,201502,1700,1700,00,000000
202003,1856500,1,180701,05,9165344,0,0104,7,201803,790,790,00,000000
201811,1446384,1,0,05,7861373,0,0104,7,201709,410,410,00,000000
201810,349182,1,0,01,5140614,0,0102,0,201411,140,140,00,000000
201903,95941,1,0,12,3172745,0,0115,0,201702,160,160,00,000000
202004,892555,1,0,21,9754979,0,0101,7,201302,3800,2700,99,202002
201907,89504,1,0,05,5058923,0,0103,7,201301,1000,1000,00,000000
201907,1609576,1,0,05,6871594,0,0104,7,201409,440,440,00,000000
201907,1324996,1,0,05,2826522,0,0103,7,201111,1600,1600,99,201811
201909,952132,1,0,12,4418211,0,0112,0,201111,10000,10000,99,201811
201811,1658649,1,0,12,4458146,0,0202,0,201505,7900,7900,00,000000
201907,259690,1,0,05,6900134,0,0103,0,201904,620,140,00,000000
201811,1545603,1,0,12,3504808,0,0201,0,201611,180,180,00,000000
201910,391480,1,0,12,510709,0,0202,7,201504,11000,11000,00,000000
202004,983278,1,0,01,2485619,0,0101,7,201303,31000,31000,99,202003
201910,1384585,1,0,01,1837441,0,0101,0,201909,740,100,00,000000
201810,1763843,1,0,12,8769658,0,0112,0,201302,1400,1400,00,000000
201811,1597291,1,0,17,5783517,0,0101,7,201109,100,100,99,201809
201909,1505172,1,0,05,2710023,0,0104,7,201803,100,100,00,000000
202004,560222,1,0,05,4273850,0,0103,7,201402,3300,3300,00,000000
201903,5422,1,0,17,1281891,0,0105,7,201410,5300,5300,00,000000
201905,1365526,1,0,01,8936548,0,0104,7,201710,420,420,00,000000
201909,174400,1,0,12,4788408,0,0201,0,201904,1100,780,00,000000
201812,432295,1,0,01,7605299,0,0104,7,201607,2200,2200,00,000000
201812,619476,1,0,01,3872231,0,0104,7,201505,270,270,00,000000
201901,1093585,1,0,21,5533671,0,0101,7,201510,330,330,00,000000
201905,1509884,1,0,12,871202,0,0112,0,201610,11000,11000,00,000000
202005,1743803,1,0,12,3402758,0,0201,0,201905,10000,10000,00,000000
201807,1232651,1,0,05,7050110,0,0104,7,201506,1900,1900,00,000000
201910,605980,1,0,12,5114713,0,0112,0,201404,12000,6200,00,000000
201812,779049,1,0,03,1414236,0,0101,7,201109,100000,100000,99,201809
201807,1598103,1,0,08,5047957,0,0101,7,201801,1900,790,00,000000
201911,530664,1,0,24,3258027,0,0104,0,201703,1700,1700,00,000000
202004,1070186,1,0,05,5876316,0,0104,7,201611,2900,2900,00,000000
201905,564209,1,0,24,3550233,0,0101,0,201704,7700,7700,00,000000
201909,57536,1,0,24,9652239,0,0101,0,201701,6300,6300,00,000000
201909,1281289,1,0,12,3506837,0,0201,0,201906,3300,3300,00,000000
201904,1597291,1,0,12,1023997,0,0101,0,201106,4900,4900,99,201806
202002,416842,1,0,12,7670803,0,0201,0,201907,1500,1500,00,000000
201909,552122,1,0,21,6497095,0,0101,0,201504,17000,2,00,000000
201911,1630274,1,0,12,2544474,0,0101,0,201501,3700,3500,00,000000
201911,1116831,1,0,05,2510645,0,0103,7,201705,3700,3700,00,000000
201901,1483679,1,0,05,7346013,0,0104,7,201712,5300,5300,00,000000
201809,17849,1,0,05,254778,0,0104,7,201509,6700,6700,00,000000
201902,1393957,1,0,21,1841718,0,0101,7,201108,3600,280,99,201808
201909,1349082,1,0,12,9518290,0,0201,0,201907,110,110,00,000000
201809,1654277,1,0,12,7063495,0,0201,0,201502,550,550,00,000000
202004,1281289,1,0,12,3506837,0,0201,0,201906,3300,3300,00,000000
201906,135584,1,0,12,5266167,0,0201,0,201812,210,210,00,000000
202003,11995,1,0,12,9934992,0,0101,0,201212,1200,1200,99,201912
201901,5422,1,0,17,1281891,0,0105,7,201410,5300,5300,00,000000
201806,1166295,1,0,12,8928455,0,0201,0,201509,230,230,00,000000
202006,815540,1,0,12,3247512,0,0202,7,201703,5600,5500,00,000000
201906,636569,1,0,05,4895494,0,0104,7,201306,1100,1100,00,000000
201811,907060,1,0,08,391374,0,0101,7,201208,6600,6600,00,000000
202005,260324,1,0,05,7998811,0,0104,7,201909,1800,1800,00,000000
202003,1140387,1,0,24,3254828,0,0101,0,201802,17000,17000,00,000000
201912,1086997,1,0,24,1749554,0,0103,0,201311,3400,3400,00,000000
