YM,JOIN_SN,JOIN_SN_TYP,BIZ_SN,SCTR_CD,COM_SN,IS_ME,DLQ_CD_1,DLQ_CD_2,DLQ_RGST_DT,DLQ_RGST_AMT,DLQ_AMT,RLS_RSN_CD,RLS_DT
201811,1900879,1,0,12,6728852,0,0801,0,201305,5300,0,00,000000
201901,127233,1,0,12,3198589,0,0801,0,201212,10000,0,00,000000
201812,1285958,1,0,12,1129164,0,0601,0,201311,0,0,00,000000
201809,1903182,1,0,12,5318612,0,0601,0,201303,0,0,00,000000
201907,1745846,1,0,12,3178006,0,0601,0,201610,0,0,00,000000
201904,1393957,1,0,12,8999975,0,1101,0,201902,0,0,00,000000
202001,958032,1,0,12,6598937,0,0606,0,201505,0,0,00,000000
201811,1485366,1,0,12,5664971,0,0601,0,201411,0,0,00,000000
201908,1373855,1,0,12,782536,0,0601,0,201712,0,0,00,000000
201904,1285958,1,0,12,1129164,0,0601,0,201311,0,0,00,000000
201812,237123,1,0,12,5980894,0,0601,0,201712,0,0,00,000000
202003,1705487,1,0,12,9184511,0,0802,0,201703,0,0,00,000000
201811,378414,1,0,12,5097722,0,0801,0,201611,3700,0,00,000000
201902,1900911,1,0,12,4603185,0,0801,0,201710,5800,0,00,000000
201807,252835,1,0,12,2265483,0,0604,0,201204,0,0,00,000000
201902,779907,1,0,12,2005825,0,0601,0,201502,0,0,00,000000
202006,929332,1,0,12,6394220,0,0801,0,201911,1300,0,00,000000
202006,193247,1,0,12,3476117,0,0601,0,201709,0,0,00,000000
201910,273563,1,0,12,5272607,0,0601,0,201602,0,0,00,000000
201908,1252950,1,0,12,4130743,0,0601,0,201404,0,0,00,000000
201910,1754685,1,0,12,6022773,0,0801,0,201701,3500,0,00,000000
201811,1692899,1,0,12,7956711,0,1301,0,201503,0,0,00,000000
202006,1051723,1,0,12,388832,0,0801,0,202001,10000,0,00,000000
201901,721696,1,0,12,3960009,0,0604,0,201209,0,0,00,000000
201901,68623,1,0,12,1167515,0,0801,0,201812,5800,0,00,000000
201908,1948230,1,0,12,1200590,0,0601,0,201606,0,0,00,000000
202002,1696980,1,0,12,5320897,0,0801,0,201804,1300,0,00,000000
201812,1256989,1,0,12,6812546,0,0601,0,201607,0,0,00,000000
201911,969680,1,0,12,1785543,0,1201,0,201710,0,0,00,000000
201911,1292238,1,0,12,2510468,0,0601,0,201405,0,0,00,000000
201807,847786,1,0,12,8778629,0,0601,0,201306,0,0,00,000000
201909,1946795,1,0,12,6440411,0,0611,0,201501,0,0,00,000000
201812,438547,1,0,12,160371,0,0801,0,201409,3400,0,00,000000
201811,1364823,1,0,12,6144231,0,0801,0,201511,10000,0,00,000000
202005,1642338,1,0,12,2692328,0,0801,0,202005,10000,0,00,000000
202003,1682533,1,0,12,7453013,0,1201,0,201712,0,0,00,000000
201910,399327,1,0,12,476495,0,1201,0,201412,0,0,00,000000
202002,608204,1,0,12,7059373,0,0601,0,201803,0,0,00,000000
201908,754882,1,0,12,7330424,0,0601,0,201404,0,0,00,000000
201806,1601853,1,0,12,2856377,0,0801,0,201706,10000,0,00,000000
201903,1135838,1,0,12,9207946,0,0801,0,201305,1000,0,00,000000
202003,574414,1,0,12,7622425,0,0604,0,201811,0,0,00,000000
201809,1379249,1,0,12,9017373,0,0801,0,201311,1000,0,00,000000
201908,355677,1,0,12,3355502,0,1201,0,201601,0,0,00,000000
201811,269532,1,0,12,2886198,0,0801,0,201605,1600,0,00,000000
202006,959624,1,0,12,8712529,0,0801,0,202001,10000,0,00,000000
201810,1244982,1,0,12,7964340,0,0601,0,201608,0,0,00,000000
201812,1525372,1,0,12,2369178,0,0801,0,201705,10000,0,00,000000
201811,688754,1,0,12,8100673,0,1301,0,201502,0,0,00,000000
202005,809943,1,0,12,9388854,0,0801,0,201603,1700,0,00,000000
201901,1769597,1,0,12,7694247,0,0801,0,201611,10000,0,00,000000
201808,931283,1,0,12,373344,0,0606,0,201301,0,0,00,000000
201902,1486628,1,0,12,9296728,0,0601,0,201410,0,0,00,000000
201907,1433025,1,0,12,8299764,0,0801,0,201901,1800,0,00,000000
201809,1486628,1,0,12,9296728,0,0601,0,201204,0,0,00,000000
202003,588845,1,0,12,8302104,0,0604,0,201903,0,0,00,000000
202004,1244982,1,0,12,2128922,0,1201,0,201509,0,0,00,000000
201807,499317,1,0,12,6832894,0,0802,0,201612,0,0,00,000000
202001,1785420,1,0,12,8115922,0,0601,0,201510,0,0,00,000000
201910,1288796,1,0,12,2235469,0,1201,0,201412,0,0,00,000000
201909,513632,1,0,12,5365628,0,0605,0,201308,0,0,00,000000
201911,653984,1,0,12,5869095,0,0601,0,201504,0,0,00,000000
201904,566653,1,0,12,5133653,0,1201,0,201611,0,0,00,000000
202004,265098,1,0,12,6359177,0,0801,0,201606,10000,0,00,000000
201901,1894871,1,0,12,3948380,0,1201,0,201706,0,0,00,000000
202001,846642,1,0,12,9905831,0,0801,0,201611,10000,0,00,000000
201810,1332260,1,0,12,6072060,0,1201,0,201412,0,0,00,000000
201807,102302,1,0,12,769670,0,0601,0,201301,0,0,00,000000
201811,964613,1,0,12,5037559,0,0801,0,201504,2700,0,00,000000
201903,715774,1,0,12,6838666,0,0604,0,201411,0,0,00,000000
202001,615883,1,0,12,3039298,0,0601,0,201606,0,0,00,000000
201812,513632,1,0,12,5174015,0,1201,0,201712,0,0,00,000000
201907,1528030,1,0,12,3859493,0,0801,0,201410,7900,0,00,000000
201809,1944049,1,0,12,776729,0,0601,0,201402,0,0,00,000000
201906,584675,1,0,12,4601560,0,1201,0,201508,0,0,00,000000
202005,365931,1,0,12,4828339,0,0601,0,201411,0,0,00,000000
202005,1860234,1,0,12,3128177,0,0601,0,201803,0,0,00,000000
202006,1225074,1,0,12,6231641,0,0801,0,201608,4200,0,00,000000
202002,724997,1,0,12,1267803,0,1201,0,201805,0,0,00,000000
201809,1917312,1,0,12,7229586,0,0801,0,201610,10000,0,00,000000
201808,363009,1,0,12,9679276,0,0801,0,201210,1600,0,00,000000
201901,695120,1,0,12,3558736,0,0601,0,201406,0,0,00,000000
201808,625602,1,0,12,2283004,0,0801,0,201505,10000,0,00,000000
201907,1931184,1,0,12,9326863,0,1301,0,201511,0,0,00,000000
202001,477301,1,0,12,810731,0,0801,0,201402,10000,0,00,000000
202006,39584,1,0,12,6768078,0,0801,0,201412,9600,0,00,000000
202002,82275,1,0,12,9210016,0,1201,0,201911,0,0,00,000000
202004,724997,1,0,12,1267803,0,1201,0,201805,0,0,00,000000
201911,1726554,1,0,12,7196595,0,0601,0,201307,0,0,00,000000
201811,10371,1,0,12,9121541,0,0801,0,201803,1000,0,00,000000
201808,688754,1,0,12,8100673,0,1301,0,201502,0,0,00,000000
201909,1499706,1,0,12,4466303,0,0801,0,201602,9800,0,00,000000
201807,1935605,1,0,12,9976796,0,0801,0,201210,10000,0,00,000000
201905,761866,1,0,12,8701554,0,0801,0,201405,10000,0,00,000000
201808,1593802,1,0,12,6547638,0,0601,0,201611,0,0,00,000000
202004,405210,1,0,12,381873,0,0801,0,201606,10000,0,00,000000
201909,647337,1,0,12,4521915,0,0601,0,201804,0,0,00,000000
202003,1867670,1,0,12,2252696,0,0604,0,201810,0,0,00,000000
202006,320067,1,0,12,7181858,0,0801,0,201611,2800,0,00,000000
202004,1426765,1,0,12,2073649,0,0601,0,201809,0,0,00,000000
201908,1555314,1,0,12,8538902,0,0601,0,201302,0,0,00,000000
201903,1113285,1,0,12,9110512,0,0801,0,201506,1100,0,00,000000
202001,1900911,1,0,12,4603185,0,0801,0,201710,5800,0,00,000000
201901,779907,1,0,12,2005825,0,0601,0,201302,0,0,00,000000
201907,963827,1,0,12,3433488,0,0801,0,201703,10000,0,00,000000
201812,1409685,1,0,12,8724523,0,0601,0,201302,0,0,00,000000
202001,358902,1,0,12,6812259,0,0801,0,201403,2900,0,00,000000
201808,145556,1,0,12,3282385,0,0601,0,201605,0,0,00,000000
201810,625470,1,0,12,2847960,0,0801,0,201610,6400,0,00,000000
201902,259054,1,0,12,2371527,0,1201,0,201508,0,0,00,000000
201905,62991,1,0,12,8822294,0,0601,0,201708,0,0,00,000000
202005,1677456,1,0,12,5388320,0,0601,0,201805,0,0,00,000000
202001,1623068,1,0,12,2206251,0,0601,0,201507,0,0,00,000000
201904,895503,1,51937,12,5510757,0,0802,0,201209,0,0,00,000000
201812,1358630,1,0,12,6862421,0,0604,0,201809,0,0,00,000000
201906,642888,1,0,12,304618,0,0601,0,201210,0,0,00,000000
202002,201099,1,0,12,1438713,0,0606,0,201506,0,0,00,000000
201811,1953887,1,0,12,8314012,0,0801,0,201607,10000,0,00,000000
201903,1067979,1,0,12,851692,0,0801,0,201407,10000,0,00,000000
201806,267388,1,154644,12,1900590,0,0802,0,201507,0,0,00,000000
201905,1067979,1,0,12,851692,0,0801,0,201407,10000,0,00,000000
201810,1025090,1,0,12,3708589,0,1201,0,201711,0,0,00,000000
201901,794001,1,0,12,6044064,0,1201,0,201406,0,0,00,000000
201812,1272006,1,0,12,6526456,0,0801,0,201302,10000,0,00,000000
201909,1481437,1,0,12,8814996,0,0801,0,201709,2400,0,00,000000
201811,940541,1,0,12,2321959,0,0801,0,201710,10000,0,00,000000
201808,1860234,1,0,12,3514334,0,0604,0,201603,0,0,00,000000
201905,647337,1,0,12,4521915,0,0601,0,201804,0,0,00,000000
201912,603639,1,0,12,5753487,0,0801,0,201701,10000,0,00,000000
202003,781722,1,0,12,9200437,0,0801,0,201407,5600,0,00,000000
201908,591783,1,0,12,6440669,0,0601,0,201504,0,0,00,000000
201807,201099,1,0,12,4674444,0,0601,0,201111,0,0,00,000000
201909,880268,1,0,12,5705767,0,0605,0,201305,0,0,00,000000
202002,1491330,1,0,12,841935,0,1201,0,201609,0,0,00,000000
202004,108940,1,0,12,26450,0,1101,0,201908,0,0,00,000000
202001,1843672,1,0,12,1106334,0,0611,0,201503,0,0,00,000000
201907,476925,1,0,12,8068040,0,0801,0,201403,1100,0,00,000000
201906,654788,1,0,12,8304226,0,0801,0,201503,2400,0,00,000000
202004,245808,1,0,12,4464992,0,0604,0,201712,0,0,00,000000
202001,975805,1,0,12,5062813,0,0801,0,201705,5800,0,00,000000
201811,406103,1,0,12,9555398,0,0601,0,201410,0,0,00,000000
201908,519124,1,0,12,6913694,0,0801,0,201305,1600,0,00,000000
201812,280348,1,0,12,8780537,0,0801,0,201506,10000,0,00,000000
201910,1540821,1,0,12,7613412,0,1201,0,201604,0,0,00,000000
201806,174076,1,0,12,5215976,0,0604,0,201506,0,0,00,000000
201904,34419,1,0,12,5117172,0,0601,0,201711,0,0,00,000000
201912,122428,1,0,12,5399352,0,0601,0,201406,0,0,00,000000
201908,888544,1,0,12,7362165,0,1101,0,201805,0,0,00,000000
201806,1232210,1,0,12,1870799,0,0601,0,201503,0,0,00,000000
202001,147021,1,0,12,6548236,0,1201,0,201601,0,0,00,000000
201808,1365492,1,0,12,2505632,0,0601,0,201411,0,0,00,000000
201910,1854084,1,0,12,428975,0,0801,0,201605,10000,0,00,000000
201906,506062,1,0,12,650651,0,0601,0,201809,0,0,00,000000
201909,1090086,1,0,12,2031500,0,0801,0,201904,7100,0,00,000000
201903,1581239,1,0,12,8623186,0,1201,0,201711,0,0,00,000000
201904,1397674,1,0,12,8179066,0,0801,0,201708,1400,0,00,000000
201810,1775944,1,0,12,3450947,0,0601,0,201303,0,0,00,000000
201809,1210506,1,0,12,1718386,0,0801,0,201302,10000,0,00,000000
201808,1462233,1,0,12,3856827,0,0801,0,201404,9700,0,00,000000
201909,321436,1,0,12,9065978,0,0601,0,201411,0,0,00,000000
201910,826249,1,0,12,7607565,0,0601,0,201412,0,0,00,000000
201912,69688,1,0,12,1655662,0,0801,0,201710,3000,0,00,000000
202006,1941588,1,0,12,4108768,0,1301,0,201602,0,0,00,000000
202004,78305,1,0,12,1900730,0,1301,0,201905,0,0,00,000000
201902,1924058,1,0,12,359126,0,1301,0,201507,0,0,00,000000
201808,896152,1,0,12,9538950,0,0601,0,201603,0,0,00,000000
201903,747749,1,0,12,757152,0,0801,0,201707,10000,0,00,000000
201806,956283,1,0,12,4917292,0,0601,0,201407,0,0,00,000000
201809,1903182,1,53508,12,9315,0,0802,0,201308,0,0,00,000000
201807,1382664,1,0,12,5824792,0,0801,0,201603,10000,0,00,000000
201911,1505394,1,0,12,6084069,0,0801,0,201410,10000,0,00,000000
201904,1769597,1,0,12,7694247,0,0801,0,201611,10000,0,00,000000
201904,280491,1,0,12,7832537,0,0801,0,201307,2000,0,00,000000
201901,1043013,1,0,12,8847193,0,0601,0,201801,0,0,00,000000
201906,975759,1,0,12,5030940,0,0801,0,201502,1100,0,00,000000
201905,1481437,1,0,12,8814996,0,0801,0,201709,2400,0,00,000000
201908,169426,1,0,12,4582927,0,0801,0,201711,10000,0,00,000000
201807,1505394,1,0,12,6084069,0,0801,0,201410,10000,0,00,000000
201807,1426765,1,0,12,2073649,0,0601,0,201109,0,0,00,000000
202004,1743803,1,0,12,764778,0,0601,0,201907,0,0,00,000000
201911,679132,1,0,12,7112737,0,0601,0,201609,0,0,00,000000
201812,176658,1,0,12,9201165,0,0601,0,201605,0,0,00,000000
201911,1364823,1,0,12,6144231,0,0801,0,201511,10000,0,00,000000
201905,1048955,1,0,12,9868068,0,0801,0,201702,10000,0,00,000000
202002,1186758,1,0,12,9037947,0,0801,0,201611,9000,0,00,000000
201912,1395822,1,0,12,8489496,0,1301,0,201701,0,0,00,000000
201810,1743212,1,0,12,4118628,0,0801,0,201309,1000,0,00,000000
201811,1823637,1,0,12,4210746,0,1101,0,201704,0,0,00,000000
202001,934935,1,0,12,895337,0,1201,0,201904,0,0,00,000000
202001,438547,1,0,12,160371,0,0801,0,201411,10000,0,00,000000
201808,1232210,1,0,12,940733,0,1201,0,201507,0,0,00,000000
201902,1528030,1,0,12,3859493,0,0801,0,201410,7900,0,00,000000
202004,1394009,1,0,12,9963298,0,0801,0,201310,3500,0,00,000000
201808,77435,1,0,12,3583098,0,0601,0,201507,0,0,00,000000
201908,339311,1,0,12,9208559,0,0611,0,201410,0,0,00,000000
202004,1390716,1,0,12,4307104,0,0601,0,201709,0,0,00,000000
201807,467648,1,0,12,8176350,0,0801,0,201710,10000,0,00,000000
201808,203425,1,0,12,1341355,0,0801,0,201301,10000,0,00,000000
201909,1067244,1,0,12,1499461,0,0801,0,201611,1000,0,00,000000
201904,826249,1,0,12,7607565,0,0601,0,201412,0,0,00,000000
201807,1540821,1,0,12,7613412,0,1201,0,201604,0,0,00,000000
201902,1010828,1,0,12,1355376,0,0801,0,201803,10000,0,00,000000
201905,1422659,1,0,12,4306925,0,0601,0,201806,0,0,00,000000
201904,280612,1,0,12,7223745,0,0801,0,201703,9200,0,00,000000
201905,1724813,1,0,12,7267951,0,0601,0,201212,0,0,00,000000
201907,1244982,1,0,12,2128922,0,1201,0,201509,0,0,00,000000
201901,592136,1,0,12,4734678,0,0801,0,201312,10000,0,00,000000
202005,535991,1,0,12,8022912,0,0801,0,201904,1000,0,00,000000
201809,1264614,1,0,12,6135163,0,0801,0,201603,3100,0,00,000000
201811,331829,1,0,12,2072693,0,1101,0,201801,0,0,00,000000
201910,715774,1,0,12,6838666,0,0604,0,201411,0,0,00,000000
202003,321436,1,0,12,9065978,0,0601,0,201411,0,0,00,000000
201810,1803576,1,0,12,4231009,0,0801,0,201602,2300,0,00,000000
201807,1277298,1,0,12,88615,0,0601,0,201303,0,0,00,000000
201904,790896,1,0,12,7161655,0,0601,0,201412,0,0,00,000000
201904,515259,1,0,12,8349833,0,0604,0,201303,0,0,00,000000
201911,303449,1,0,12,9112867,0,0801,0,201711,6400,0,00,000000
201910,1597678,1,0,12,2048572,0,1201,0,201810,0,0,00,000000
201906,89504,1,0,12,9944578,0,0801,0,201209,3500,0,00,000000
201910,141625,1,0,12,3299985,0,0801,0,201706,7500,0,00,000000
201906,62991,1,0,12,8822294,0,0601,0,201708,0,0,00,000000
201902,1364486,1,0,12,2267330,0,0801,0,201405,10000,0,00,000000
201806,1696980,1,0,12,5320897,0,0801,0,201804,1300,0,00,000000
202001,1251346,1,0,12,1653704,0,0801,0,201410,9900,0,00,000000
201808,1570236,1,0,12,5956580,0,0601,0,201401,0,0,00,000000
201906,1803576,1,0,12,4231009,0,0801,0,201602,2300,0,00,000000
201812,1552981,1,0,12,9338122,0,0801,0,201510,8700,0,00,000000
201810,1087463,1,0,12,9827634,0,0801,0,201402,1500,0,00,000000
201911,567064,1,0,12,5382577,0,0801,0,201304,10000,0,00,000000
201807,781722,1,0,12,9200437,0,0801,0,201407,5600,0,00,000000
201911,598153,1,0,12,4668729,0,0801,0,201701,4600,0,00,000000
201902,1251346,1,0,12,1653704,0,0801,0,201410,9900,0,00,000000
201906,576912,1,0,12,2199988,0,0604,0,201307,0,0,00,000000
201812,220455,1,0,12,1250618,0,1301,0,201602,0,0,00,000000
201909,602364,1,0,12,825596,0,0604,0,201402,0,0,00,000000
201911,624038,1,0,12,8437723,0,0601,0,201503,0,0,00,000000
201811,1048955,1,0,12,9868068,0,0801,0,201702,10000,0,00,000000
201908,145556,1,0,12,313386,0,0605,0,201707,0,0,00,000000
201809,747749,1,0,12,757152,0,0801,0,201707,10000,0,00,000000
201812,4639,1,0,12,9302465,0,0604,0,201604,0,0,00,000000
201912,1079064,1,0,12,134276,0,0801,0,201806,1400,0,00,000000
201810,1264614,1,0,12,6135163,0,0801,0,201603,3100,0,00,000000
201907,280612,1,0,12,7223745,0,0801,0,201703,9200,0,00,000000
202002,78305,1,0,12,1900730,0,1301,0,201905,0,0,00,000000
201807,486336,1,0,12,1761153,0,1301,0,201504,0,0,00,000000
201811,1079064,1,0,12,134276,0,0801,0,201605,2600,0,00,000000
201907,779049,1,0,12,1616133,0,0606,0,201506,0,0,00,000000
201907,428352,1,0,12,2001431,0,1201,0,201704,0,0,00,000000
202002,129102,1,0,12,6565469,0,0801,0,201906,10000,0,00,000000
201908,66968,1,0,12,6180923,0,0601,0,201308,0,0,00,000000
202004,179145,1,0,12,1691274,0,0601,0,201408,0,0,00,000000
201910,10752,1,0,12,736831,0,0604,0,201707,0,0,00,000000
202001,1054683,1,0,12,8685987,0,0601,0,201412,0,0,00,000000
201807,1785420,1,0,12,8115922,0,0601,0,201510,0,0,00,000000
201806,461729,1,0,12,3894426,0,0801,0,201709,4500,0,00,000000
201906,716737,1,0,12,6619462,0,1301,0,201411,0,0,00,000000
201910,1321855,1,0,12,607017,0,0601,0,201501,0,0,00,000000
201909,661077,1,0,12,3175500,0,0606,0,201604,0,0,00,000000
201808,781722,1,0,12,9200437,0,0801,0,201407,5600,0,00,000000
201907,179145,1,0,12,1691274,0,0601,0,201408,0,0,00,000000
201901,332434,1,0,12,1425198,0,0801,0,201607,10000,0,00,000000
201812,1603482,1,0,12,957512,0,0801,0,201303,9400,0,00,000000
201905,1396200,1,0,12,7425650,0,0801,0,201708,3200,0,00,000000
201911,602364,1,0,12,825596,0,0604,0,201402,0,0,00,000000
201901,147021,1,0,12,6548236,0,1201,0,201601,0,0,00,000000
201905,1717368,1,0,12,6535718,0,0601,0,201611,0,0,00,000000
201806,1841367,1,0,12,6213349,0,1101,0,201711,0,0,00,000000
201910,934935,1,0,12,895337,0,1201,0,201904,0,0,00,000000
201903,579203,1,0,12,7943605,0,0601,0,201503,0,0,00,000000
201901,145556,1,0,12,313386,0,0605,0,201707,0,0,00,000000
201809,969702,1,0,12,5344325,0,0801,0,201209,2200,0,00,000000
201905,1570236,1,0,12,5956580,0,0601,0,201812,0,0,00,000000
201910,1109094,1,0,12,6957069,0,0601,0,201711,0,0,00,000000
201806,122180,1,0,12,8655102,0,0801,0,201312,1000,0,00,000000
201901,519124,1,0,12,6913694,0,0801,0,201305,1600,0,00,000000
201908,842532,1,0,12,6806612,0,0601,0,201502,0,0,00,000000
201902,399327,1,0,12,476495,0,1201,0,201412,0,0,00,000000
201806,859916,1,0,12,3594481,0,0801,0,201107,8500,0,00,000000
201809,975759,1,0,12,5030940,0,0801,0,201502,1100,0,00,000000
201912,1805990,1,0,12,7436409,0,0606,0,201304,0,0,00,000000
201808,1519896,1,0,12,467946,0,0801,0,201303,10000,0,00,000000
201904,768199,1,0,12,3657726,0,0801,0,201409,10000,0,00,000000
202004,622981,1,0,12,8319960,0,0801,0,201812,10000,0,00,000000
201904,1521706,1,0,12,5622837,0,0601,0,201709,0,0,00,000000
201910,608204,1,0,12,7059373,0,0601,0,201803,0,0,00,000000
202001,760172,1,18378,12,7794968,0,0802,0,201305,0,0,00,000000
201909,1153466,1,0,12,6802773,0,0601,0,201504,0,0,00,000000
201908,1902230,1,0,12,8933447,0,0801,0,201308,10000,0,00,000000
201911,586647,1,0,12,7401379,0,1301,0,201801,0,0,00,000000
201807,716549,1,0,12,9569506,0,0801,0,201708,10000,0,00,000000
201812,1617288,1,0,12,3593178,0,0801,0,201208,10000,0,00,000000
201901,642888,1,0,12,304618,0,0601,0,201210,0,0,00,000000
201909,1129042,1,0,12,1587571,0,0801,0,201809,6500,0,00,000000
201912,1598103,1,0,12,8642690,0,0601,0,201603,0,0,00,000000
202006,579203,1,0,12,7943605,0,0601,0,201503,0,0,00,000000
202004,480683,1,0,12,3380461,0,1201,0,201801,0,0,00,000000
202004,1691448,1,0,12,4538326,0,1201,0,201612,0,0,00,000000
202006,584675,1,0,12,4601560,0,1201,0,201508,0,0,00,000000
201811,1683295,1,0,12,6149770,0,0601,0,201503,0,0,00,000000
201906,1946795,1,0,12,6440411,0,0611,0,201501,0,0,00,000000
201812,1723694,1,0,12,6641075,0,0601,0,201510,0,0,00,000000
201903,718577,1,0,12,5177838,0,0601,0,201404,0,0,00,000000
202004,353132,1,0,12,5211214,0,0801,0,201309,9000,0,00,000000
201809,673344,1,0,12,4652789,0,0801,0,201203,10000,0,00,000000
201904,1154481,1,0,12,829291,0,0601,0,201211,0,0,00,000000
201909,1113406,1,0,12,7161471,0,0801,0,201901,10000,0,00,000000
201911,1311736,1,0,12,4433620,0,1201,0,201701,0,0,00,000000
201810,994198,1,0,12,6528059,0,1201,0,201501,0,0,00,000000
202005,923349,1,0,12,3014074,0,0801,0,201703,5100,0,00,000000
202002,337482,1,0,12,926086,0,1201,0,201508,0,0,00,000000
202005,246931,1,0,12,8992865,0,0801,0,201706,4400,0,00,000000
201912,346417,1,0,12,1652191,0,1201,0,201710,0,0,00,000000
202001,665355,1,0,12,9241111,0,0611,0,201504,0,0,00,000000
201908,273563,1,0,12,5272607,0,0601,0,201602,0,0,00,000000
201901,994198,1,0,12,6528059,0,1201,0,201501,0,0,00,000000
201810,715774,1,0,12,6838666,0,0604,0,201411,0,0,00,000000
201912,738590,1,0,12,430823,0,0801,0,201401,10000,0,00,000000
201904,1301991,1,0,12,837207,0,0601,0,201505,0,0,00,000000
201902,4639,1,0,12,9302465,0,0604,0,201604,0,0,00,000000
202006,1207118,1,0,12,5767062,0,0801,0,201309,10000,0,00,000000
202002,1695488,1,0,12,976051,0,0601,0,201609,0,0,00,000000
202002,1767062,1,0,12,6393815,0,0601,0,201808,0,0,00,000000
202002,1236182,1,0,12,5626853,0,0601,0,201707,0,0,00,000000
202002,1519896,1,0,12,467946,0,0801,0,201303,10000,0,00,000000
201806,1346296,1,0,12,838131,0,0801,0,201207,10000,0,00,000000
201907,129102,1,0,12,8087763,0,0601,0,201701,0,0,00,000000
201903,1865043,1,0,12,3241005,0,1201,0,201810,0,0,00,000000
201810,1086027,1,0,12,2512503,0,0601,0,201610,0,0,00,000000
201904,990694,1,0,12,5472631,0,0801,0,201301,5000,0,00,000000
201903,1245318,1,0,12,6468408,0,0801,0,201510,10000,0,00,000000
201812,1364823,1,0,12,6144231,0,0801,0,201703,1300,0,00,000000
201908,1588947,1,0,12,4321794,0,1201,0,201505,0,0,00,000000
202004,1868069,1,0,12,9817964,0,0801,0,201606,1100,0,00,000000
201908,1867670,1,0,12,2252696,0,0604,0,201810,0,0,00,000000
202006,1042067,1,0,12,2460893,0,0601,0,201705,0,0,00,000000
201808,1211717,1,0,12,4038367,0,0604,0,201802,0,0,00,000000
201904,1337731,1,0,12,7189280,0,0801,0,201903,2700,0,00,000000
202003,665355,1,0,12,9241111,0,0611,0,201504,0,0,00,000000
201806,625602,1,0,12,4256363,0,0606,0,201203,0,0,00,000000
202002,487978,1,0,12,9337584,0,0604,0,201809,0,0,00,000000
202001,66968,1,0,12,1427924,0,1201,0,201712,0,0,00,000000
201910,1067244,1,0,12,1499461,0,0801,0,201611,1000,0,00,000000
201810,1955808,1,0,12,8203028,0,0801,0,201209,9700,0,00,000000
201912,476925,1,0,12,8068040,0,0801,0,201403,1100,0,00,000000
202001,255842,1,0,12,2096634,0,0604,0,201706,0,0,00,000000
201910,1843672,1,0,12,1106334,0,0611,0,201503,0,0,00,000000
201906,1521706,1,0,12,5622837,0,0601,0,201709,0,0,00,000000
201907,1191813,1,0,12,6158409,0,0601,0,201406,0,0,00,000000
201905,1281508,1,0,12,3884409,0,0801,0,201510,1000,0,00,000000
202006,628281,1,0,12,3788837,0,1301,0,201812,0,0,00,000000
202005,846642,1,0,12,9905831,0,0801,0,202003,10000,0,00,000000
202003,975759,1,0,12,3494372,0,0601,0,201503,0,0,00,000000
201908,1414537,1,0,12,5395086,0,0801,0,201805,1000,0,00,000000
201902,670404,1,0,12,37572,0,1201,0,201610,0,0,00,000000
201908,747621,1,0,12,9182031,0,0601,0,201706,0,0,00,000000
202006,1565224,1,0,12,6765537,0,0601,0,201802,0,0,00,000000
202005,923920,1,0,12,6364015,0,0601,0,201402,0,0,00,000000
201906,933065,1,0,12,4418627,0,1201,0,201712,0,0,00,000000
202003,1505394,1,0,12,6084069,0,0801,0,201410,10000,0,00,000000
201806,1955808,1,0,12,8203028,0,0801,0,201302,10000,0,00,000000
201806,522029,1,0,12,2080024,0,0601,0,201609,0,0,00,000000
201810,1251346,1,0,12,1653704,0,0801,0,201410,9900,0,00,000000
201808,55584,1,0,12,9926016,0,0604,0,201705,0,0,00,000000
201809,1547696,1,0,12,6139651,0,1301,0,201512,0,0,00,000000
201906,1397674,1,0,12,8179066,0,0801,0,201708,1400,0,00,000000
202005,1726554,1,0,12,7196595,0,0601,0,201307,0,0,00,000000
201902,4639,1,0,12,1826907,0,0601,0,201412,0,0,00,000000
201905,113981,1,0,12,6538220,0,0601,0,201902,0,0,00,000000
201911,438547,1,0,12,160371,0,0801,0,201411,10000,0,00,000000
201811,923349,1,0,12,4156961,0,0601,0,201304,0,0,00,000000
201812,1868478,1,0,12,561781,0,0801,0,201807,1000,0,00,000000
201905,800792,1,0,12,5208869,0,0606,0,201711,0,0,00,000000
202003,378414,1,0,12,5097722,0,0801,0,201611,3700,0,00,000000
201807,1324996,1,0,12,939071,0,0604,0,201204,0,0,00,000000
202006,1326127,1,0,12,9348283,0,0801,0,201702,2000,0,00,000000
201908,192349,1,0,12,3458479,0,0601,0,201506,0,0,00,000000
201809,1331055,1,0,12,7244185,0,0801,0,201609,8400,0,00,000000
201809,1326127,1,0,12,9348283,0,0801,0,201702,2000,0,00,000000
201908,695915,1,0,12,2265434,0,0801,0,201504,10000,0,00,000000
202002,147021,1,0,12,6548236,0,1201,0,201601,0,0,00,000000
201908,911027,1,0,12,3178609,0,1201,0,201504,0,0,00,000000
201810,348376,1,0,12,8190255,0,0604,0,201802,0,0,00,000000
201810,800806,1,0,12,7636433,0,0801,0,201608,4300,0,00,000000
201909,62991,1,0,12,8822294,0,0601,0,201708,0,0,00,000000
202005,428352,1,0,12,2001431,0,1201,0,201704,0,0,00,000000
201908,201099,1,0,12,1438713,0,0606,0,201506,0,0,00,000000
202006,1292238,1,0,12,2510468,0,0601,0,201405,0,0,00,000000
201808,119070,1,0,12,9742,0,1201,0,201710,0,0,00,000000
