JOIN_SN,JOIN_SN_TYP,BTH_YR,GENDER,IS_KRN
16822,1,1954,2,1
1138586,1,1963,2,1
1549489,1,1976,1,1
1130809,1,1949,1,1
1017865,1,1962,2,1
892642,1,2010,2,1
1517549,1,2008,1,1
1711491,1,1969,1,1
1417582,1,1956,2,1
1712577,1,1961,2,1
1850381,1,1981,1,1
1386003,1,2001,1,1
1390480,1,1963,1,1
1298580,1,1954,2,1
116038,1,1942,1,1
1148418,1,2004,2,1
1897282,1,1958,1,1
1116703,1,1974,2,1
784186,1,1960,1,1
283261,1,2010,1,1
1393093,1,2010,2,1
722422,1,1999,1,1
413136,1,2004,1,1
696775,1,1965,2,1
70346,1,1998,2,1
721353,1,1975,2,1
407963,1,1958,2,1
1487293,1,1982,2,1
230329,1,1949,1,1
1404700,1,1956,1,1
331294,1,1969,1,1
6225,1,1945,2,1
1522074,1,1935,2,1
1569585,1,2005,2,1
876193,1,1986,1,1
791926,1,1983,2,1
1199103,1,1994,2,1
1895156,1,1994,2,1
1296895,1,2006,1,1
577293,1,1973,1,1
1332822,1,1964,1,1
1687736,1,1990,1,1
340013,1,1951,2,1
59928,1,1984,1,1
1687382,1,1973,2,1
791902,1,2004,2,1
593745,1,2004,2,1
695511,1,2005,1,1
1921186,1,1991,2,1
1927073,1,1960,2,1
586669,1,1981,2,1
505475,1,1978,2,1
1764215,1,2010,1,1
176696,1,2000,1,1
383486,1,1988,1,1
1670765,1,1987,2,1
1325482,1,1959,1,1
1831645,1,1996,2,1
796339,1,1987,1,1
736249,1,1957,1,1
1330907,1,1951,2,1
1024016,1,1971,1,1
546763,1,1973,2,1
225616,1,1958,2,1
1157340,1,1987,2,1
1285880,1,1975,1,1
952149,1,1972,2,1
414003,1,2010,1,1
1505734,1,2010,1,1
574707,1,2010,2,1
456563,1,2010,2,1
1049734,1,1985,1,1
1263288,1,1998,2,1
1424964,1,2002,2,1
156297,1,1960,2,1
1556232,1,1970,2,1
317311,1,1975,2,1
1132181,1,1975,1,1
1190004,1,1979,2,1
91631,1,1983,2,1
142262,1,1954,2,1
875136,1,1964,2,1
938630,1,1966,1,1
883293,1,2003,1,1
878507,1,1964,1,1
1467350,1,1999,2,1
377392,1,1984,2,1
566603,1,1955,2,1
1267774,1,2010,2,1
859442,1,2007,1,1
1093426,1,2004,2,1
1144636,1,1958,2,1
1011508,1,2006,2,1
935548,1,1951,1,1
648100,1,1993,1,1
875749,3,0000,0,0
1430991,1,2010,1,1
1520522,1,1994,2,1
1751988,1,1978,2,1
22012,1,1966,2,1
373675,1,1979,2,1
114728,1,1959,2,1
1503573,1,1990,2,1
1526415,1,1993,2,1
1139284,1,1985,1,1
584334,1,1958,1,1
1323540,1,1967,1,1
725601,1,2002,2,1
730568,1,1969,1,1
132076,1,2002,1,1
689785,1,1960,1,1
302345,1,1968,1,1
1546683,1,1973,1,1
428636,1,1965,1,1
1558334,1,2010,2,1
1690581,1,1983,1,1
832281,1,1989,2,1
1250343,1,2002,1,1
1614748,1,1956,1,1
538349,1,1979,2,1
1590033,1,1981,2,1
915091,1,1961,1,1
572591,1,1966,2,1
367491,1,1977,1,1
1582734,1,1968,1,1
974997,1,1943,2,1
1371086,1,1959,1,1
1820158,1,1963,2,1
1036446,1,1952,2,1
1552592,3,0000,0,0
1037862,1,2003,1,1
1066422,1,1952,1,1
205157,1,1940,2,1
1506376,3,0000,0,0
221402,1,1997,1,1
1676606,1,1991,1,1
1818010,1,1984,1,1
1607070,1,1957,1,1
106964,1,1985,1,1
1220894,1,1959,2,1
1672496,1,2010,2,1
545411,1,1957,2,1
813203,1,1945,2,1
370773,1,2000,1,1
986149,1,2004,1,1
817333,1,1983,2,1
283304,1,1994,1,1
1686053,1,2010,1,1
1411014,1,1968,1,1
404909,1,1975,1,1
624659,1,1956,2,1
1840435,1,1999,2,1
1103014,1,2007,2,1
88963,1,1967,2,1
1332434,1,2002,1,1
1936543,1,2010,1,1
1158210,1,1949,1,1
988215,1,1995,1,1
848814,1,1986,2,1
87375,1,1977,1,1
995630,1,1960,1,1
1265064,1,1937,2,1
1262766,1,1989,2,1
831527,1,2010,1,1
1127859,1,2003,2,1
1178690,1,2010,2,1
843910,1,1967,1,1
91627,1,1953,2,1
760315,1,1960,2,1
1889205,1,1963,2,1
1474255,1,1952,1,1
1853966,1,1961,1,1
1161229,1,1963,1,1
1499353,1,1948,1,1
1536688,1,2003,2,1
1116330,1,2008,1,1
1232542,1,2010,1,1
368933,1,1979,1,1
1643510,1,1975,1,1
167237,1,1976,2,1
601097,1,1988,1,1
650362,1,2001,1,1
1287916,1,1998,1,1
1720744,1,1944,2,1
616400,1,1962,2,1
108895,1,2006,2,1
1811539,1,1977,2,1
1723992,1,1953,2,1
1518260,1,1969,2,1
101700,1,2010,1,1
686723,1,1967,2,1
1201552,1,1961,1,1
1823828,1,2005,2,1
479989,1,2010,2,1
641609,1,1969,2,1
1876098,1,2008,1,1
1041707,1,1949,1,1
792492,1,2006,1,1
1679667,1,1967,2,1
1595851,1,1960,1,1
135856,1,1986,1,1
200536,1,2006,2,1
1337342,1,1999,1,1
1856737,1,1960,1,1
337658,1,1982,1,1
1299481,1,1941,2,1
1232811,1,1988,1,1
1270174,1,2010,1,1
484737,3,0000,0,0
745137,1,1944,1,1
1244613,1,1990,2,1
1905169,1,2010,2,1
241676,1,1980,2,1
18618,1,1976,2,1
916604,1,1974,1,1
691083,1,1947,1,1
1930506,1,1950,2,1
1205249,1,1984,2,1
801540,1,1974,1,1
1117416,1,1943,1,1
1422453,1,2009,2,1
154455,1,1954,1,1
104373,1,1936,2,1
1750814,1,1964,1,1
112835,1,1963,1,1
701000,1,1938,2,1
207740,1,1988,2,1
364059,1,1957,1,1
1824390,1,1989,2,1
1749363,1,1964,1,1
86002,1,2004,1,1
1481652,1,1967,1,1
579203,1,1969,1,1
1358475,1,1979,2,1
1508311,1,1996,1,1
334421,1,1936,2,1
1564517,1,1964,2,1
1874404,1,1952,1,1
1523797,1,1942,2,1
1212840,1,1964,2,1
1470984,1,1960,2,1
1224863,1,1967,2,1
564369,1,1964,1,1
1931878,1,1965,2,1
951242,1,2007,1,1
1462767,1,1956,2,1
765355,1,1976,1,1
1696671,1,1972,2,1
285915,1,1986,1,1
958438,1,1947,1,1
883163,1,1958,1,1
1217429,1,1982,2,1
231011,1,1985,1,1
251514,1,2002,1,1
1646311,1,2009,1,1
976679,1,1955,1,1
240473,1,1953,2,1
1554004,1,2010,1,1
1270244,1,1975,2,1
539289,1,1970,2,1
1415892,1,1986,2,1
1086619,1,1935,1,1
628122,1,1968,1,1
445081,1,1961,1,1
1111069,1,1950,1,1
1266752,1,1970,2,1
1184583,1,2001,1,1
705329,1,1982,1,1
330300,1,1942,1,1
1587782,1,1957,1,1
232694,1,1968,1,1
2626,1,1968,1,1
1578911,1,1955,2,1
43317,1,2000,2,1
1674349,1,1965,1,1
401918,1,1991,1,1
177763,1,2008,2,1
1658806,1,1936,2,1
1944517,1,1989,1,1
450399,1,1983,1,1
292834,1,2008,2,1
291648,1,2001,2,1
213631,1,1976,1,1
296151,1,1979,2,1
128964,1,2010,2,1
1058747,1,1967,2,1
1215273,1,2010,2,1
1245718,1,1992,1,1
1791977,1,1986,1,1
289193,1,1993,2,1
652412,1,1971,2,1
1391619,1,1961,2,1
1424575,1,1943,2,1
1633187,1,1992,2,1
857820,1,1980,1,1
1109090,1,1976,1,1
732087,1,1968,2,1
959520,1,1954,1,1
1704136,1,1975,2,1
1848235,1,1939,1,1
1357748,1,1987,1,1
1360715,1,1964,1,1
1126499,1,1948,2,1
967954,1,1994,1,1
488391,1,1946,2,1
351000,1,1973,2,1
1057481,1,2006,1,1
411754,1,2000,1,1
124618,1,1943,2,1
632777,1,2010,1,1
848036,1,2006,1,1
422577,1,1961,1,1
188507,1,1960,1,1
256919,1,1959,1,1
65936,1,1967,1,1
1234654,1,1973,1,1
490767,1,1966,2,1
1555695,1,1965,2,1
1234523,1,1967,2,1
519736,1,1965,2,1
1566975,1,2010,1,1
1798794,1,1986,1,1
1589645,1,1965,2,1
957456,1,2006,2,1
790973,1,1952,1,1
348280,1,1956,2,1
1204361,1,1981,2,1
1917576,1,1983,1,1
905712,1,2002,1,1
98759,1,1939,2,1
1088458,1,2003,2,1
1757150,1,1940,2,1
807780,1,2010,1,1
1168884,1,1971,2,1
1306728,1,1957,2,1
1163706,1,2010,1,1
344321,1,1962,2,1
1506542,1,1962,2,1
1702367,1,1966,1,1
1261035,1,1966,2,1
562398,1,1978,1,1
321002,1,1948,1,1
1924718,1,1980,1,1
384150,1,1955,2,1
1065239,1,1981,2,1
1218912,1,1962,1,1
1054251,1,1990,1,1
1292055,1,1951,1,1
1025236,1,2001,1,1
1434253,3,0000,0,0
148898,1,2009,2,1
1159444,1,1954,2,1
1497358,1,1971,1,1
1423221,1,1972,2,1
1386714,1,1985,2,1
1913778,1,1964,2,1
923940,1,1987,1,1
1503995,1,1985,1,1
160870,1,1960,1,1
1846173,1,1957,1,1
786890,1,1954,1,1
1957622,1,1971,1,1
781078,1,1988,1,1
874063,1,1995,2,1
1099830,1,2010,1,1
919597,1,1951,1,1
1174423,1,1971,2,1
766353,1,1961,1,1
27144,1,1980,2,1
174571,1,2001,2,1
258701,1,1983,1,1
83467,1,1947,1,1
1303623,1,1966,2,1
1392289,1,1953,2,1
322568,1,1993,2,1
984185,1,1999,1,1
307580,1,1957,2,1
723809,1,1985,2,1
590088,1,1945,1,1
857545,1,1983,1,1
491849,1,1996,1,1
1338275,1,1956,1,1
940949,1,2010,2,1
237527,1,1997,2,1
61266,1,1970,2,1
1144167,1,1963,1,1
698726,1,2010,2,1
793886,1,1966,1,1
152889,1,1997,1,1
958330,1,1996,2,1
29146,1,1990,2,1
373238,1,1953,1,1
1508230,1,1997,2,1
1470543,1,1985,1,1
453575,1,1936,1,1
268279,1,1972,2,1
1231201,1,1959,1,1
1186758,1,1967,1,1
405590,1,1953,1,1
397158,1,2010,1,1
74105,1,1964,1,1
1320610,1,1994,2,1
1678194,1,2001,2,1
1569902,1,2001,1,1
1141608,1,1941,1,1
1794420,1,1961,2,1
675689,1,1960,1,1
43064,1,2010,1,1
589309,1,1969,2,1
1647142,1,1944,2,1
263220,1,1990,2,1
1039194,1,1967,1,1
242803,1,2010,1,1
853762,1,1987,2,1
159491,1,1963,2,1
1305326,1,1969,2,1
1323736,3,0000,0,0
1770748,1,1954,2,1
1095665,1,2006,2,1
785456,1,1947,1,1
622277,1,2005,1,1
973896,1,1996,2,1
1009765,1,1950,2,1
1184874,1,1997,1,1
1331482,1,2001,1,1
348959,1,1989,1,1
1045005,1,1975,1,1
1073680,1,1977,1,1
468576,1,1995,1,1
234593,1,1989,2,1
1476877,1,1963,1,1
1885574,1,1958,1,1
1836621,1,1972,2,1
975816,3,0000,0,0
1377866,1,1988,2,1
394410,1,1969,2,1
1450532,1,1950,1,1
1753173,1,1947,2,1
1669569,1,2008,2,1
1007614,1,1997,1,1
923349,1,1958,2,1
703008,1,1972,2,1
176349,1,2003,1,1
644637,1,1977,1,1
1876157,1,2001,1,1
994026,1,1995,2,1
983815,1,1953,2,1
556077,1,1970,1,1
100356,1,1957,2,1
1892764,1,2005,2,1
897375,1,1941,2,1
1171055,1,1957,2,1
157234,1,2010,2,1
711224,1,1984,2,1
1778893,1,1963,2,1
1175235,1,1969,2,1
586471,1,1954,1,1
4716,1,1942,2,1
1043245,1,1975,1,1
1637443,1,1989,1,1
1292782,1,1978,2,1
140167,1,2007,1,1
1623811,1,1969,1,1
1727441,1,1935,1,1
191157,1,2010,2,1
28967,1,1949,1,1
1726381,1,1978,2,1
882844,1,2010,1,1
1015160,1,2010,1,1
258146,1,1957,2,1
444479,1,1937,1,1
1862313,1,1954,1,1
1353179,1,1949,1,1
584620,1,1987,2,1
199175,1,1996,1,1
1633480,1,1983,2,1
953175,1,1969,2,1
1656256,1,1995,2,1
225787,1,1995,1,1
454710,1,1973,2,1
1014902,1,1999,2,1
1710899,1,2010,1,1
86737,1,2009,2,1
1468593,1,1949,1,1
1169656,1,1966,1,1
299413,1,2010,2,1
225242,1,1979,1,1
1843014,1,1986,2,1
750608,1,1945,1,1
1912148,1,1992,1,1
1217649,1,1955,2,1
1934847,1,1999,1,1
1578687,1,1973,1,1
1116333,1,1954,1,1
205999,1,1990,2,1
443126,1,1978,1,1
1810473,1,1977,2,1
614808,1,1991,1,1
1942964,1,1989,1,1
1677483,1,1983,2,1
875243,3,0000,0,0
430355,1,1981,2,1
1913936,1,1950,1,1
1885,1,2001,1,1
114195,1,2010,2,1
356592,1,1953,1,1
1795673,1,1939,2,1
78305,1,1988,1,1
958396,1,1971,2,1
201250,1,1982,1,1
1399123,1,1999,1,1
1453849,1,1977,1,1
903593,1,1947,2,1
105019,1,1955,2,1
1273452,1,1980,1,1
540274,1,1977,2,1
1033690,1,1935,2,1
1346617,1,1974,1,1
429780,1,1953,2,1
549093,1,1979,1,1
1315526,1,1992,1,1
1295220,1,2003,2,1
792720,1,1975,1,1
74745,1,1985,1,1
721368,1,1962,1,1
939046,1,1939,2,1
1819634,1,1966,2,1
1884033,1,2001,2,1
1923109,1,1968,1,1
1335539,1,1955,1,1
1144772,1,1994,2,1
1081510,1,1955,1,1
419324,1,1968,2,1
1210008,1,1969,1,1
1035170,1,2006,2,1
1569114,1,2002,2,1
894634,1,1968,2,1
1048266,1,1977,1,1
521055,1,1943,2,1
778452,3,0000,0,0
1581015,1,1964,2,1
1831661,1,1985,1,1
1195979,1,1949,1,1
697307,1,1946,1,1
571578,1,1987,2,1
453567,1,1966,2,1
1172686,1,1998,2,1
1170926,1,1945,1,1
530974,1,1935,2,1
1429081,1,1944,2,1
1191420,1,2002,1,1
1959919,1,1984,2,1
594125,1,2002,2,1
457378,1,1984,1,1
556284,1,1988,2,1
280404,1,1991,1,1
587839,1,1935,2,1
688153,1,1992,1,1
1614698,1,1955,2,1
369655,1,1974,1,1
907028,1,1971,2,1
254161,1,1970,1,1
1810690,1,2003,1,1
81802,1,1988,1,1
729868,1,1957,1,1
787592,1,1999,1,1
1739018,1,1963,2,1
994814,1,1979,2,1
1675406,1,1964,1,1
607466,1,1954,1,1
1215472,1,1995,1,1
176340,1,1948,2,1
427392,1,1947,2,1
1338650,1,1949,2,1
1835962,1,1965,2,1
667725,1,1959,1,1
852493,1,1968,2,1
1769190,1,1989,1,1
972371,1,1997,2,1
1626308,1,2003,1,1
321246,1,1975,2,1
577008,1,2000,2,1
1160491,1,1935,2,1
140594,1,1994,1,1
1183193,1,1955,1,1
1017619,1,1961,1,1
1348205,1,1985,2,1
422008,1,1987,2,1
1250717,1,1961,1,1
92000,1,2010,1,1
1338379,1,1991,1,1
1190491,1,1952,2,1
59735,1,1984,1,1
462565,1,1957,1,1
421292,1,1971,2,1
426999,1,1961,1,1
841940,1,2000,1,1
590662,1,1984,1,1
1174264,1,1998,2,1
419738,1,1992,2,1
265445,1,1972,2,1
1172489,1,1961,1,1
837534,1,1979,2,1
1934569,3,0000,0,0
834061,1,2002,2,1
1020551,1,1958,1,1
1377957,1,1987,1,1
408679,1,1998,1,1
1724042,1,1996,2,1
11121,1,1975,2,1
1859255,1,1984,2,1
482733,1,1986,1,1
538571,1,1977,2,1
238790,1,1959,2,1
1023344,1,1987,2,1
1659306,1,2010,1,1
1130806,1,1969,2,1
1409536,1,1988,2,1
1407345,1,1998,1,1
881707,1,1987,2,1
950988,1,1976,2,1
1546534,1,1983,1,1
1093016,1,2010,1,1
1808207,1,2007,2,1
1670292,1,1974,2,1
1807712,1,1979,2,1
232837,3,0000,0,0
1100800,1,1984,2,1
597359,1,1992,1,1
484744,1,1987,1,1
590820,1,1962,1,1
1405325,1,1982,1,1
758918,1,1969,2,1
982982,1,1953,2,1
626831,1,1968,2,1
377589,1,1967,2,1
500415,1,1968,1,1
1294391,1,1969,1,1
342392,1,1942,2,1
590194,1,1952,2,1
757588,1,1971,1,1
878796,1,1961,1,1
100133,1,2010,1,1
842703,1,1982,1,1
1790409,1,1966,1,1
136856,1,2010,1,1
955328,1,2010,2,1
590966,1,1941,2,1
866541,1,1978,1,1
360270,1,1967,2,1
470583,1,1949,1,1
1353857,1,2000,1,1
1809709,1,2010,1,1
1359305,1,1991,2,1
213865,1,1994,2,1
455212,1,1970,2,1
891774,3,0000,0,0
1093012,1,1987,1,1
1072347,1,1940,2,1
1646580,1,2001,2,1
1706440,1,1981,2,1
407447,1,1978,2,1
994418,1,1986,2,1
891247,1,1986,1,1
1869104,1,1958,2,1
255520,1,2006,2,1
347329,1,1960,2,1
303449,1,1962,1,1
344325,1,1963,1,1
1131506,1,1994,2,1
1862391,1,1940,1,1
246202,1,1985,2,1
191759,1,2010,1,1
1439379,1,1967,1,1
1791546,1,1943,2,1
1121190,1,1957,2,1
1351209,3,0000,0,0
1282608,1,1993,2,1
476278,1,1977,1,1
845935,1,2010,2,1
207994,1,2009,1,1
588155,1,1935,1,1
1656009,1,1989,2,1
1617494,1,1969,2,1
602190,1,1955,1,1
1457116,1,1953,2,1
229986,1,1952,1,1
1592850,1,1997,2,1
1955347,1,2004,1,1
978862,1,1984,2,1
1529797,1,1939,1,1
653300,1,1962,2,1
1119200,1,2010,2,1
1426271,1,1989,1,1
838388,1,2008,1,1
297833,1,1989,1,1
239926,1,1947,2,1
1362186,1,2002,1,1
1036927,1,1970,2,1
1702111,1,1999,1,1
1571362,1,2010,1,1
1384852,1,2000,1,1
473685,1,2010,2,1
765780,1,1945,2,1
1102456,1,1986,1,1
702250,1,2010,1,1
1831232,1,1946,2,1
1354805,1,1983,2,1
515327,1,1968,2,1
1918421,1,1973,2,1
937948,1,1988,1,1
1828738,1,1935,1,1
1951272,1,1974,2,1
117426,1,1935,2,1
591189,1,1955,1,1
634290,1,2010,2,1
624147,1,1966,1,1
1422829,1,1998,2,1
823836,1,1960,1,1
1352957,1,1999,2,1
1116429,3,0000,0,0
290246,1,1961,2,1
1233692,1,1941,1,1
439119,1,1939,2,1
1709978,1,2010,1,1
1285705,1,2010,2,1
1485366,1,1958,1,1
1423046,1,1960,1,1
189660,1,2001,2,1
1362975,1,1972,2,1
1801035,1,1970,1,1
1283531,1,1950,2,1
230976,1,1953,2,1
936947,1,1975,2,1
1635817,1,1935,1,1
911789,1,1991,2,1
413334,1,1985,2,1
77694,1,1972,2,1
484496,1,1960,2,1
522504,1,1983,2,1
1201981,1,1991,2,1
1185681,1,1978,1,1
481329,1,1948,2,1
1156906,1,2000,2,1
928561,1,1972,1,1
1147348,1,2009,1,1
1541828,1,1981,2,1
1262590,1,1957,1,1
197596,1,1935,2,1
285062,1,1985,2,1
772157,1,1968,1,1
1671279,1,1953,1,1
832609,1,1971,1,1
426887,1,1989,2,1
1922431,1,1952,2,1
249517,1,1972,1,1
1750794,1,1946,2,1
1895793,1,1993,2,1
1019385,1,1936,1,1
1072992,1,1951,1,1
1243235,1,1984,2,1
1545379,1,1983,1,1
1467614,1,1975,2,1
292968,1,1995,1,1
1501888,1,1985,2,1
1200111,1,1997,2,1
1066545,1,1988,1,1
1924433,1,2010,1,1
443252,3,0000,0,0
926247,1,2010,1,1
506745,1,1952,2,1
1883849,1,1950,2,1
623802,1,1963,1,1
258808,1,1990,2,1
511038,1,1974,1,1
711410,1,2010,2,1
1349968,1,1988,1,1
1653827,1,1989,2,1
574184,1,2010,1,1
875464,1,1975,2,1
970684,1,1992,1,1
1813454,1,2010,2,1
165788,1,1999,1,1
823568,1,1976,1,1
1246187,1,2006,1,1
610955,1,1949,1,1
56995,1,1944,1,1
147947,1,1968,2,1
1861886,1,1987,2,1
1407873,1,1948,1,1
410691,1,1995,1,1
1343637,1,2010,1,1
696258,1,1937,1,1
650072,1,1944,2,1
762995,1,1944,2,1
524888,1,1941,2,1
1575568,1,2010,2,1
1201537,1,1993,2,1
878495,1,1987,1,1
1517655,1,2010,1,1
636539,1,1971,1,1
87515,1,2002,1,1
607651,3,0000,0,0
339296,1,1997,1,1
716693,1,1970,1,1
1691917,1,1935,2,1
685310,1,1947,2,1
631603,1,1961,2,1
396668,1,2007,2,1
699857,1,1935,2,1
1856204,1,1980,1,1
1659874,1,1971,2,1
1672883,1,2008,2,1
1188143,1,1999,2,1
1184529,1,1968,2,1
1823290,1,2010,2,1
78968,1,1945,2,1
1615770,1,1935,1,1
1325251,1,1992,2,1
1201426,1,1957,1,1
668492,1,1968,1,1
1671879,1,1974,1,1
1165098,1,1975,1,1
742219,1,2010,2,1
1095340,1,1979,1,1
1631312,1,1975,1,1
565751,1,1979,1,1
1688566,1,1979,1,1
1197171,1,1961,2,1
1623900,1,1993,2,1
921515,1,1973,2,1
37561,1,1996,1,1
295179,1,1951,1,1
399261,1,2008,1,1
39386,1,2003,2,1
1052045,1,2010,1,1
1954177,1,1988,2,1
187643,1,1972,1,1
903513,1,2010,1,1
1657586,1,1975,2,1
89987,1,2001,1,1
1136026,1,1989,2,1
1056253,3,0000,0,0
825401,1,2002,2,1
567105,1,1962,1,1
939203,1,1958,1,1
263023,1,2010,2,1
923714,1,2010,1,1
1281248,1,2003,2,1
487676,1,1994,1,1
1445615,1,1984,2,1
1654636,1,2010,2,1
1415613,1,1969,1,1
705814,1,1958,2,1
726899,1,1944,2,1
371641,1,1948,2,1
974433,1,1944,1,1
158929,1,1978,1,1
1895558,1,1981,2,1
1907023,1,1992,1,1
668971,1,1965,2,1
853164,1,2004,2,1
1400591,1,1981,2,1
1958225,1,1985,2,1
151050,3,0000,0,0
1630023,1,1961,2,1
176923,1,1990,1,1
1176019,1,1981,2,1
226484,1,1989,1,1
1143908,1,1984,2,1
1321073,1,1989,2,1
653338,1,1944,1,1
1290027,1,1984,1,1
482431,1,1998,1,1
731533,1,1997,2,1
1608902,1,1947,1,1
499853,1,1991,1,1
1606660,1,2004,1,1
805713,1,2010,1,1
1767084,1,1959,1,1
12444,1,1943,1,1
917378,1,2001,1,1
1179350,1,1986,2,1
666943,1,1965,1,1
1593742,1,1993,2,1
671799,1,1935,2,1
727520,1,1953,2,1
1634298,1,2010,1,1
1592634,1,1973,1,1
66069,1,2007,2,1
164881,1,1944,2,1
1769483,1,1968,2,1
1326838,1,1997,2,1
1184420,1,1999,2,1
25915,1,1967,2,1
171365,1,1990,2,1
943378,1,1980,2,1
976127,1,2010,1,1
1598990,1,2003,2,1
1242827,1,2006,1,1
173942,1,1975,2,1
552736,1,1935,1,1
500774,1,1960,2,1
45775,1,2010,1,1
426372,1,1971,1,1
1277358,3,0000,0,0
661108,1,1996,2,1
1907770,1,1939,1,1
140139,1,1999,1,1
721793,1,1990,1,1
1653734,1,1992,1,1
1620516,1,1966,1,1
1658298,1,1952,2,1
52293,1,1997,2,1
979314,1,1998,1,1
1683850,1,1994,2,1
887478,1,1948,1,1
1335818,1,1969,2,1
1270522,1,1960,1,1
636142,1,1994,1,1
1352208,1,1976,2,1
150035,1,2010,2,1
898304,1,1975,2,1
750934,1,2006,1,1
929998,1,1968,2,1
1045173,1,2007,2,1
1035649,1,1945,2,1
1077638,1,1949,1,1
1434323,1,1975,1,1
847069,1,1960,1,1
789479,1,1997,2,1
900955,1,1959,1,1
957381,1,1981,1,1
1464273,1,1962,1,1
1269618,1,1963,1,1
1754212,1,1965,1,1
1919829,1,2001,1,1
989370,1,2005,1,1
374021,1,1998,1,1
1605879,1,1946,2,1
688150,1,1955,1,1
828542,1,1983,1,1
1492947,1,2003,1,1
878563,1,1967,2,1
1205722,1,1962,1,1
578219,1,1995,1,1
737349,1,1947,2,1
1825858,1,1991,2,1
991536,3,0000,0,0
1472236,1,1986,1,1
942029,1,2010,2,1
677855,1,1973,1,1
243175,1,2006,1,1
856216,1,1978,1,1
1562981,3,0000,0,0
1017897,1,1989,1,1
38659,1,1987,1,1
1159120,1,1986,1,1
1779199,1,2001,2,1
793557,1,1992,2,1
1569940,1,1972,2,1
1620233,1,1991,2,1
1625383,1,2010,1,1
465286,1,1941,2,1
1423799,1,1962,2,1
46199,1,1969,2,1
95093,1,2009,1,1
299781,1,1957,2,1
1643952,1,1982,1,1
1873687,1,1981,2,1
621781,1,2010,1,1
1885655,1,1967,2,1
1731359,1,1991,2,1
733155,1,2010,1,1
1704580,1,1985,2,1
854738,1,1946,1,1
1377234,1,1977,1,1
65432,3,0000,0,0
1307675,1,2010,1,1
832177,1,1945,1,1
1077262,1,1953,2,1
1231652,1,1993,2,1
632933,1,1968,2,1
857854,1,2010,1,1
863398,1,1944,2,1
1267328,1,1987,1,1
636044,1,1989,2,1
1710723,1,1992,2,1
926183,1,1953,1,1
126436,1,1976,1,1
31831,1,1971,2,1
403558,1,1988,2,1
1048370,1,1954,1,1
924552,1,2000,2,1
699629,1,2002,2,1
1565744,1,1999,1,1
1271898,1,1989,1,1
472831,1,1962,1,1
616803,1,2010,1,1
476525,1,2010,1,1
124433,1,1991,1,1
1851571,1,1939,2,1
655046,1,1985,2,1
1484616,1,2005,2,1
760050,1,1993,2,1
40469,1,2006,1,1
1396029,1,1959,1,1
428393,1,1997,1,1
502946,1,1972,2,1
25586,1,2010,2,1
1954255,1,1945,2,1
865251,1,1985,2,1
349443,1,2010,2,1
837611,1,1965,1,1
1917953,1,1982,2,1
751148,1,1997,2,1
1019244,1,1949,1,1
1242377,1,1989,2,1
518723,1,1989,2,1
927170,3,0000,0,0
143816,1,2010,2,1
623135,1,1994,1,1
1102120,1,1989,1,1
859821,1,2000,2,1
335196,1,1943,2,1
1548589,1,2010,1,1
786824,1,1975,1,1
1393145,1,1950,1,1
598853,1,1980,1,1
408502,1,2005,2,1
255556,1,1962,2,1
692752,1,1938,2,1
105263,1,1981,2,1
1146049,1,1971,2,1
1859696,1,1985,2,1
480665,1,2010,1,1
508529,1,1985,2,1
686992,1,1959,1,1
197743,1,2010,1,1
468917,1,1952,1,1
1608270,1,1986,2,1
396182,1,2003,2,1
1597210,1,1980,2,1
1466290,1,1968,2,1
129953,1,1968,1,1
1869222,1,2010,1,1
1144414,1,1951,1,1
730484,1,1996,2,1
670599,1,1972,1,1
150339,1,1935,1,1
361851,1,1971,1,1
1178511,1,1951,2,1
1527086,1,1942,2,1
1553010,1,1958,1,1
1215182,1,1965,2,1
742123,1,1943,1,1
988750,1,1963,1,1
343114,1,1948,2,1
847404,1,2010,2,1
1096398,1,1966,2,1
633280,1,1965,1,1
100415,1,1954,2,1
731993,1,2009,2,1
1945674,1,1955,2,1
377661,1,1962,2,1
468862,1,1958,1,1
1749618,1,1947,1,1
761113,1,1966,1,1
363519,1,1977,2,1
625602,1,1956,1,1
1841940,1,2002,1,1
1199524,1,1985,1,1
1776683,1,1955,1,1
1285665,1,1988,1,1
1894123,1,1968,2,1
503248,1,1949,1,1
937474,1,1984,2,1
1165138,1,1998,1,1
777385,1,2007,2,1
803081,1,1944,2,1
272001,1,1990,2,1
978277,1,1984,1,1
761909,1,1977,1,1
366719,1,1976,2,1
1869547,1,1965,2,1
1297495,1,1988,2,1
1495714,1,1967,2,1
933799,1,1977,1,1
1489245,1,1938,2,1
893473,1,1959,1,1
245359,1,1954,2,1
884503,1,1935,1,1
1720191,1,1985,2,1
1172657,1,1946,1,1
589185,1,2010,1,1
460739,1,1983,1,1
220096,1,1964,1,1
1839472,1,1936,1,1
1665283,1,1988,1,1
730646,1,1956,1,1
851439,1,1935,2,1
672224,1,1954,1,1
16599,1,2010,1,1
1410842,1,1977,2,1
1486562,1,2002,2,1
877729,1,1968,2,1
418714,1,1968,2,1
283660,1,1958,2,1
155600,1,1960,1,1
63111,1,1967,2,1
1399582,1,1990,2,1
761292,1,2010,1,1
505982,1,1953,2,1
1435092,1,1955,1,1
1362947,1,2008,1,1
1577727,1,2008,2,1
1372798,1,1981,1,1
92952,1,2003,2,1
241651,1,1974,1,1
