JOIN_SN,JOIN_SN_TYP,BIZ_SN,BIZ_TYP_CD,BIZ_GIS_CD
600496,1,60546,0000,31
933268,3,153433,1000,23
1267546,1,119158,4000,31
1296345,1,42217,6000,11
1287029,1,191352,4000,31
594701,1,29068,9000,99
1248337,3,40749,7000,11
259054,1,28752,2000,26
123129,3,85421,3000,24
1086467,1,45358,5000,31
1236450,1,124155,0000,38
642609,1,163099,2000,99
699321,1,188257,4000,35
185702,1,159125,2000,37
238306,1,175440,4000,37
624457,1,77337,4000,11
1619323,3,162418,8000,25
379551,1,188004,4000,31
1196918,1,149876,6000,11
893588,1,169532,4000,24
1001310,1,59673,4000,24
1287026,1,179578,4000,31
1321268,1,140212,4000,31
1724593,3,173968,5000,23
1881091,1,188697,9000,23
99608,1,11433,9000,38
1247011,3,72635,4000,36
49142,1,1970,4000,11
537003,1,56466,5000,26
25503,3,67584,4000,31
519613,1,7697,4000,26
318004,1,45483,0000,33
888852,3,65331,4000,38
988796,1,167255,2000,32
730829,1,157570,4000,24
948730,1,21423,5000,26
1344024,1,117866,6000,11
98897,1,117793,0000,31
455023,1,14968,0000,11
814428,1,77113,4000,37
183413,1,141285,3000,31
1259687,1,59226,5000,31
864563,1,151032,4000,31
1026592,1,156554,6000,34
4538,1,106405,4000,99
574649,1,190129,6000,11
119074,1,173369,4000,11
253186,1,125483,4000,36
1374459,1,143228,2000,31
1215690,1,49411,0000,25
285579,1,78660,6000,11
559092,1,183873,6000,34
1315974,1,82167,4000,11
1488211,1,183992,5000,31
901611,3,148755,4000,11
1209681,1,89927,6000,23
1284665,3,40835,2000,22
313431,1,13856,4000,38
996156,1,120427,9000,31
1685818,1,173514,9000,39
131409,1,61324,8000,11
135147,1,13747,0000,21
858970,1,86254,9000,99
1592850,1,163267,4000,38
1340238,1,134415,0000,37
808215,3,81236,9000,31
1209288,3,138906,3000,11
1539895,3,150448,6000,31
1649649,3,117102,4000,31
185302,1,138106,7000,11
711283,1,140729,2000,31
1364171,1,66728,9000,31
125841,1,12806,9000,99
1726819,1,83904,4000,37
971795,1,168363,4000,22
545304,1,158563,0000,38
983487,3,24778,4000,38
1374024,1,102655,0000,23
129896,1,13211,9000,99
671248,1,151066,4000,31
1808091,1,181231,9000,31
384006,3,104545,7000,11
240680,1,187537,4000,11
1631542,1,3050,5000,11
1808881,1,23742,0000,11
1400232,1,140532,6000,99
53100,3,186500,7000,11
1876375,3,88440,7000,11
1949340,1,83696,4000,38
1587683,1,10619,4000,23
978277,1,118263,5000,37
949373,1,113820,4000,11
1615114,1,191907,4000,21
642241,3,90691,7000,11
264913,1,131085,4000,23
425406,1,63273,6000,23
850558,3,14732,5000,11
1725523,1,98332,4000,35
928687,1,67534,1000,21
42091,1,18914,4000,21
36877,1,78423,9000,31
273154,3,125020,5000,11
1526277,1,126787,5000,32
1224921,1,105304,6000,99
268122,1,27178,0000,31
1104646,1,25457,9000,37
636549,1,64148,9000,37
205522,1,20860,0000,21
436127,1,140321,5000,36
385740,3,4351,6000,11
1850766,1,97108,4000,33
1085874,3,158987,8000,31
417286,1,49848,5000,37
1335817,3,23048,7000,11
1509777,1,62422,6000,11
1525835,1,44001,8000,22
1626201,1,49586,4000,11
246505,3,59674,6000,34
838544,1,137370,9000,32
1183808,1,178172,9000,11
1144173,1,180422,4000,11
367308,1,163180,9000,99
779001,1,167327,0000,31
1674340,1,54322,6000,39
1005578,1,76888,9000,11
71231,1,7150,9000,11
653300,1,79877,3000,11
1937842,1,134342,4000,11
1374680,1,137935,9000,38
1946966,1,195162,9000,99
1209681,1,186272,6000,11
167237,1,17046,0000,38
1512619,3,151750,8000,33
1268056,1,69773,9000,32
971177,1,97491,9000,37
724672,3,47897,3000,33
1534070,1,49918,8000,25
547644,1,141608,5000,34
157035,1,15982,0000,38
1802958,1,144725,6000,31
1398325,1,173732,4000,31
1067617,1,84999,4000,33
38880,1,73110,6000,31
676967,1,109136,4000,31
993233,1,155971,7000,23
312109,3,105997,7000,24
519903,1,101980,5000,11
1213784,1,121797,6000,11
367682,1,18792,6000,31
1223564,3,183909,4000,31
1745042,1,169280,4000,21
1453271,1,176195,5000,36
604662,1,60947,0000,23
413610,1,133135,9000,22
646069,1,70595,4000,11
1591686,1,37253,5000,21
1209413,1,121342,0000,22
1924135,1,23886,4000,21
112464,1,186725,4000,11
997008,1,5256,4000,23
336381,1,125252,4000,31
1103215,1,191789,5000,11
1475323,3,33440,2000,11
1130806,1,77648,9000,26
1372389,1,51597,4000,31
1353323,1,54879,4000,11
270307,1,128010,0000,31
249059,3,62233,2000,31
302200,1,192501,4000,24
1299036,1,130358,9000,32
1651892,1,102477,9000,21
151380,1,28275,4000,11
586123,3,196242,4000,31
1025398,1,117683,4000,32
1554016,1,58627,6000,11
690379,1,69615,0000,26
285086,1,143990,4000,32
1227582,1,37103,6000,31
1748584,3,147368,2000,31
1352092,1,159100,4000,31
562591,1,56771,4000,38
1073158,1,107871,9000,22
1940614,3,147955,6000,38
1314358,1,177478,5000,11
1121006,1,29199,5000,36
1335666,1,126765,3000,99
1313781,3,192186,4000,35
787068,1,120091,4000,11
990019,1,85026,0000,22
1301747,1,125888,9000,31
901298,1,90409,0000,24
1236453,1,192130,4000,31
1210122,1,162841,0000,23
342080,1,142323,5000,33
166928,1,74290,4000,23
254855,1,25864,6000,99
1222493,1,9815,4000,23
1666126,1,164071,4000,21
935090,1,93793,0000,31
16350,3,143363,7000,24
959705,1,96264,9000,99
179849,1,177072,8000,38
1710546,1,70880,1000,22
488086,1,164372,4000,25
1547190,1,73989,4000,32
188010,1,51250,6000,31
1774851,1,106473,7000,11
1213290,1,137958,4000,31
1239593,1,124469,9000,38
302875,1,176452,4000,24
1309025,1,37003,4000,37
671811,1,67699,9000,31
991491,1,132788,8000,32
853421,1,154089,4000,31
607651,3,160114,8000,23
755157,3,103244,8000,11
1513310,1,150544,4000,22
493181,1,5926,5000,34
102667,1,10432,0000,22
414785,1,147074,9000,11
1442360,1,176184,7000,39
1208019,3,192718,6000,11
1761972,3,106727,4000,37
1653839,1,165823,0000,11
1134368,3,81864,4000,11
1804265,1,180878,0000,11
135808,3,69260,4000,24
1585210,1,85713,6000,36
689785,1,105788,1000,11
489035,1,96529,6000,11
1040591,3,99156,9000,31
120998,1,36976,7000,11
1288796,1,7687,0000,31
1842593,3,16339,9000,31
371455,3,15963,5000,38
1362628,1,136724,9000,11
576479,1,31531,5000,11
554627,3,117085,2000,31
1618393,1,60249,6000,31
364329,1,36934,0000,11
772782,1,148608,3000,11
1420829,1,168428,1000,21
986952,1,168821,2000,23
1321700,1,18028,0000,11
1415149,1,2529,9000,22
949373,1,43947,6000,11
1832130,1,131880,4000,34
1188390,1,2656,9000,21
375208,1,58696,5000,24
107632,1,10940,5000,38
1431911,1,109378,4000,31
422009,1,159696,5000,31
700844,1,182218,9000,11
1455632,3,86901,2000,21
785068,1,144500,7000,31
662433,3,90156,4000,11
1683295,1,194907,1000,38
389518,1,147058,8000,11
1433551,3,65902,6000,11
1464714,1,44548,4000,22
1289800,1,194288,4000,31
849652,1,85270,9000,31
1206455,1,121053,0000,21
1202608,3,2760,2000,11
1056241,1,15193,6000,25
1843153,1,156494,4000,11
1197061,1,7908,9000,26
1305696,1,101113,4000,21
718486,1,45379,9000,11
193247,1,138598,4000,11
1325464,1,117303,2000,11
341104,1,50628,4000,25
842532,1,137612,0000,99
1073125,1,113059,5000,11
793467,1,125159,4000,99
1303014,1,162658,5000,11
651929,1,65768,0000,31
1586375,1,24889,9000,11
904608,1,92383,9000,99
729943,1,8928,4000,31
1556901,1,31615,9000,36
1127409,1,178768,5000,11
1919861,3,107277,4000,11
699135,1,196336,4000,31
261462,1,31290,9000,34
1760119,1,26841,5000,11
16100,1,5620,7000,11
508952,1,92220,4000,25
1265906,3,76456,4000,36
109435,1,187632,2000,31
1135713,1,116005,6000,11
1361701,1,185487,9000,31
1921798,1,22368,8000,37
1346234,1,68523,9000,38
1251346,1,53160,5000,32
410888,1,95951,7000,22
1521296,3,183826,4000,21
1549317,3,114637,4000,23
803496,1,34332,4000,22
230976,1,194014,2000,31
891848,1,89416,0000,34
1317813,1,194944,6000,31
1538139,1,154375,9000,31
1540,3,115423,4000,11
744121,1,75865,5000,11
334177,1,99528,5000,23
1352171,3,12848,4000,23
1031007,1,30364,9000,31
1134359,1,156378,6000,37
1485023,1,189321,6000,22
1311736,1,21954,0000,21
1070186,1,120266,5000,11
352052,1,113352,6000,31
905369,1,118219,0000,99
1103215,1,194755,9000,11
1298389,1,130304,9000,33
364711,1,3973,5000,37
210781,1,132648,4000,24
1665200,1,172792,2000,31
428636,1,19247,2000,37
465260,1,60489,8000,34
1389848,1,43898,4000,34
905282,3,158519,4000,11
1047036,1,105224,9000,31
1209039,1,62551,6000,11
1503139,1,84653,9000,31
102976,1,130433,4000,22
517472,1,60907,0000,31
697328,3,1261,1000,11
1359660,1,77442,4000,32
318383,1,32274,0000,11
997730,1,102356,5000,31
107272,1,10895,4000,23
1646791,3,127140,4000,22
223290,1,22668,9000,24
1687282,1,12007,6000,11
1685479,1,160547,9000,31
470583,1,144098,6000,11
385226,1,76026,3000,37
1311572,1,15873,5000,31
1382553,3,131149,4000,23
302187,1,86202,4000,34
984783,1,20822,4000,31
1178164,1,35526,9000,38
1004528,1,121033,4000,21
924458,1,137665,3000,31
1767389,1,158840,2000,38
1933864,1,73508,4000,23
220096,1,9047,4000,32
354947,1,65471,4000,31
870706,1,123807,4000,31
525738,3,35089,4000,31
1390609,1,193882,4000,21
386020,1,39105,4000,38
1165367,1,112980,3000,11
369076,1,18615,5000,21
1482524,1,148799,0000,11
1336669,1,53293,6000,35
216588,3,31097,2000,25
853088,1,127128,6000,11
353791,3,35435,2000,31
1353470,1,135780,9000,31
1901475,3,16061,2000,37
1074931,1,117583,4000,36
1375955,1,69954,7000,11
1792983,1,179741,0000,21
678597,3,117032,4000,26
642241,3,22484,7000,11
953411,1,174636,9000,11
622088,1,58823,0000,36
1208008,1,157978,0000,11
1423046,1,97813,6000,99
1523929,3,36384,4000,21
112835,1,161177,5000,23
1222284,1,182725,8000,39
55584,1,157729,2000,23
1121874,1,185888,0000,35
1390480,1,139517,9000,39
1937305,1,39375,4000,11
150788,1,68646,4000,34
1644440,3,95,0000,36
25709,1,185752,5000,21
18307,1,107397,7000,31
1842421,1,184769,9000,33
739667,1,74476,9000,26
545301,1,54971,0000,24
1043978,3,27249,4000,99
1659240,1,146478,0000,39
982664,1,98598,9000,11
248677,1,28695,5000,21
1461682,1,87649,8000,22
1023999,3,80978,7000,11
36965,3,105121,4000,22
17540,1,27427,3000,31
649455,1,90770,9000,21
417929,1,42328,0000,21
335659,3,139033,5000,11
1511725,1,146409,4000,38
1640225,1,164509,6000,31
1589822,1,186348,8000,31
1049155,1,5142,9000,31
1692398,1,151539,9000,11
1430597,3,3307,2000,23
490788,1,31633,0000,31
590341,1,139798,9000,22
513632,1,87906,2000,35
610499,1,189092,4000,11
1496048,1,193048,6000,31
1700429,1,78494,4000,31
1567267,3,60306,3000,21
1899541,1,190524,0000,34
396794,1,4989,9000,11
1850381,1,55697,7000,11
949373,1,95258,4000,11
1780882,1,45006,6000,23
1102987,1,127557,6000,11
644010,1,54608,5000,37
1554657,1,99559,0000,11
1473768,1,17538,4000,22
216033,1,101130,4000,39
700388,1,180813,5000,11
1376731,1,166372,2000,21
1698919,3,54462,4000,31
1320702,1,180518,7000,31
1364171,1,744,4000,31
811747,1,106401,6000,11
1317150,1,132136,0000,25
1294817,1,3837,0000,31
1253574,1,128833,6000,31
343616,3,116521,0000,32
380759,3,143823,3000,24
102528,1,166514,8000,25
1356378,1,41652,4000,31
1942474,1,111348,4000,33
91763,1,121637,4000,34
908960,1,86475,7000,11
1222502,3,170213,4000,11
1168478,1,97105,4000,37
1338457,1,163853,4000,11
1167202,3,127783,4000,38
1325883,1,133008,9000,32
729189,1,146662,6000,32
721928,3,72733,9000,34
696377,1,89782,5000,36
1216010,1,173071,9000,37
1621900,1,111257,6000,11
1301601,1,131137,5000,31
868050,3,26058,5000,11
413319,1,196153,5000,38
374825,1,6694,5000,99
134608,1,67491,4000,35
535745,1,152706,4000,31
971878,1,52585,6000,23
983814,1,31699,4000,31
498008,1,119105,2000,37
200893,1,160160,8000,31
1865650,1,84316,6000,23
1185090,1,54568,6000,11
222388,1,153648,4000,31
908092,1,137269,4000,11
877419,1,88051,4000,23
605980,1,61070,2000,21
286317,1,29033,0000,31
118296,1,123081,4000,31
281771,1,114297,6000,11
369354,1,8906,8000,39
423342,3,151460,6000,11
346986,1,61754,0000,11
1820906,3,71122,6000,31
1304115,1,140384,9000,11
329259,3,141602,4000,34
484141,3,87025,4000,11
908998,1,80051,5000,24
1253892,1,106602,4000,11
1852058,1,137884,5000,36
1586805,3,167009,4000,34
162148,1,16500,0000,31
1616734,3,117149,4000,31
830017,1,124734,4000,31
1535618,1,127199,6000,21
106889,1,167688,6000,31
650366,1,102724,9000,31
842941,3,175664,5000,32
1676850,1,168164,0000,21
1127541,1,95036,4000,31
1251273,1,178595,9000,24
529756,1,185437,4000,31
574448,1,165348,4000,31
386225,3,117965,4000,11
1611316,1,73131,4000,11
1033557,1,49412,5000,37
1676850,1,182087,5000,99
142229,1,121877,3000,31
1626475,1,114158,3000,31
1106940,1,104606,3000,31
1138082,1,32949,1000,11
1732528,1,152437,9000,11
44181,3,27855,1000,31
1576809,1,177825,4000,38
1907371,1,182197,6000,11
539896,1,89962,3000,22
1582314,3,48298,4000,31
1293383,1,128451,3000,36
256825,1,126502,6000,23
1864788,1,105232,7000,31
258496,1,26206,0000,22
1812458,3,181685,9000,11
1552925,1,68330,6000,24
1414733,1,129658,4000,99
1667284,1,21188,5000,11
1690394,3,77537,4000,31
328338,1,33301,9000,11
1624678,1,59511,4000,23
1240434,3,148605,4000,11
1701546,1,86401,9000,99
1041572,1,149358,0000,34
1564644,1,40086,5000,32
981823,1,91213,5000,35
785935,1,144747,6000,11
1711747,1,51573,4000,37
696374,1,2403,5000,38
1497720,1,136370,1000,11
1934569,3,19683,4000,11
960977,1,134811,6000,31
488545,1,49337,9000,22
1735480,1,120531,5000,31
989968,1,16367,6000,38
275948,1,76098,9000,37
65432,3,128037,0000,11
272476,1,172748,4000,11
1643493,1,127192,5000,31
911392,1,176618,4000,37
666517,1,2983,4000,11
1799069,1,134357,4000,99
1529719,1,78053,5000,11
117116,1,132721,6000,31
512746,3,153959,6000,39
434072,3,120072,4000,37
1714017,1,171899,9000,31
1057391,3,12458,4000,38
505395,1,66694,6000,11
492072,1,113038,6000,31
1453344,1,194739,6000,11
53675,1,195148,4000,31
139388,1,104050,6000,38
488545,1,84666,4000,22
475671,1,69041,4000,23
1686896,1,34140,5000,31
105952,1,10757,0000,11
1450208,1,99555,2000,11
1700702,1,8140,4000,25
1219837,1,180593,6000,11
8491,1,94610,4000,21
945708,1,13676,5000,31
824604,1,74572,6000,38
374180,1,33509,9000,35
210005,1,4026,4000,21
153089,1,32425,4000,33
238475,1,61905,9000,38
848487,1,111617,4000,99
1887390,1,189291,0000,25
1459628,1,146477,0000,37
1497066,3,121188,7000,38
477046,1,108499,6000,38
1487500,1,82798,5000,22
351356,1,58612,2000,31
414068,3,8434,7000,23
1628761,1,2821,4000,31
984839,1,94953,4000,35
1069699,3,10748,2000,35
1882384,1,91536,5000,21
377382,1,166520,4000,31
413319,1,41862,9000,21
1660982,1,150960,4000,11
1626623,1,101833,8000,34
921506,1,92450,9000,99
883704,3,77680,6000,11
44939,3,191442,2000,25
642648,1,192822,3000,34
1522266,3,58895,7000,11
1068706,3,181772,7000,11
740570,3,48568,4000,31
1652692,1,61663,5000,22
1784441,1,187154,4000,11
858220,3,188448,0000,36
189623,1,19246,9000,37
287793,1,97581,4000,32
214079,1,173563,2000,31
1500406,1,145294,4000,22
1195884,1,155343,4000,32
1458262,1,47506,6000,11
840744,1,163808,8000,11
266067,1,26972,9000,32
1001784,1,8089,8000,11
538276,3,10572,8000,11
1469384,1,173538,7000,38
1135413,3,114037,8000,11
1846274,1,187762,3000,23
1266769,1,102891,4000,11
842542,1,79058,9000,22
214892,1,170461,6000,31
1349465,1,17328,4000,35
757120,1,164250,4000,11
1896585,1,112235,8000,34
529876,1,10686,2000,22
1363535,1,81065,5000,25
259911,1,34953,4000,23
72269,3,127346,5000,31
328284,1,139920,7000,11
1708872,1,23723,5000,24
699227,1,152875,9000,23
94284,3,135143,7000,11
160588,3,3316,6000,11
426462,1,189042,5000,11
143490,3,36477,0000,11
62900,1,6322,9000,11
370663,1,175416,9000,11
1750060,1,83303,6000,11
1106967,1,111203,9000,99
1239373,1,183334,6000,38
1228571,1,88381,8000,22
877526,3,11423,6000,31
1940757,1,157875,4000,21
686850,1,8532,3000,99
1879475,3,130533,2000,99
111433,1,77190,6000,25
166757,1,144573,6000,23
412693,1,132799,4000,31
73173,1,7344,0000,35
31778,3,13707,3000,23
558610,1,60847,4000,31
641496,3,115401,7000,39
19571,1,192756,5000,25
555603,1,56066,0000,31
942627,3,90433,4000,11
1312871,3,108813,3000,31
875454,3,178489,2000,23
1757356,1,172375,4000,11
1330938,1,133510,0000,31
1395361,1,21204,5000,32
1262732,1,119607,6000,31
133481,3,165022,2000,31
90670,1,79766,5000,11
942253,1,94529,0000,11
817063,1,82093,0000,31
1321855,1,80259,9000,34
926889,1,87997,4000,34
593736,1,55948,0000,31
1677981,1,142094,2000,31
1012755,1,96970,9000,31
1045748,1,145537,6000,11
504374,1,50615,8000,11
1773500,1,40596,7000,25
691699,1,186723,4000,11
1405233,1,88195,6000,31
1596650,1,57959,4000,31
1131244,1,113637,0000,34
156297,1,145399,7000,31
1916319,3,175136,7000,21
1016306,1,102065,9000,24
956948,1,96007,0000,24
642241,3,4095,0000,11
469607,3,23827,8000,26
406630,1,151783,4000,11
668492,1,149894,5000,37
1453344,1,100809,6000,11
1024662,1,49401,4000,22
1014393,1,124121,6000,33
1447594,3,146334,4000,31
37197,1,74003,2000,23
385284,1,46330,4000,99
1941588,1,56475,1000,99
1012844,1,85468,4000,21
902730,1,110047,0000,31
1927834,1,50164,5000,21
3505,1,185579,5000,99
33911,1,17796,1000,31
328988,1,163211,4000,22
636549,1,79203,4000,37
930270,1,188130,5000,31
1135581,3,76736,8000,11
566635,1,57191,2000,38
1032346,1,147019,6000,11
24343,1,192541,9000,99
1944583,1,12468,5000,22
1347354,1,74945,5000,11
422068,3,282,4000,35
564387,3,31084,7000,37
171955,1,39332,4000,31
1932124,1,9224,4000,31
785475,1,78959,0000,11
11155,1,23467,0000,32
1015357,1,101975,9000,99
1434639,1,70428,4000,36
668285,1,175497,5000,39
1204947,1,107120,4000,34
1874560,1,96013,4000,11
109347,1,11107,0000,33
1008783,1,12869,7000,37
1852880,1,11849,2000,22
559113,1,130081,5000,34
766022,3,161827,4000,11
174596,1,172115,5000,33
413610,1,16435,9000,22
1379507,1,157730,2000,22
703964,1,149246,5000,22
814500,1,153373,4000,31
754422,1,52532,5000,25
1763843,1,193517,1000,31
1281296,1,23777,4000,31
1927292,1,170644,4000,36
447812,1,106553,5000,11
1438314,3,119609,1000,11
718558,3,182670,4000,22
743934,1,33435,8000,25
1254219,1,161425,4000,11
1263331,1,71985,5000,25
45072,1,66369,4000,11
849652,1,147129,4000,31
739667,1,107294,4000,26
1943343,1,22517,5000,31
1887252,1,17829,4000,21
1351192,1,106233,5000,21
969527,1,47492,0000,21
845093,3,70266,4000,11
107927,3,96449,0000,32
136551,1,21781,4000,22
1337605,3,134141,8000,37
1213819,1,42201,1000,31
407181,3,68786,4000,38
521542,1,133111,5000,37
106288,1,150890,0000,99
1749383,1,175464,6000,23
125783,1,4378,0000,31
1487504,1,98087,6000,21
1887685,3,66396,0000,34
1437307,3,123739,7000,37
1289507,3,51869,9000,35
50757,1,159197,9000,26
270528,1,180935,5000,31
546763,1,135936,7000,31
469607,3,191446,8000,26
85143,1,74171,4000,36
845527,1,177149,4000,21
816759,1,82063,0000,33
1775370,1,163115,4000,39
276622,1,93394,4000,31
891288,1,107759,4000,31
1386828,1,25311,6000,31
633433,1,63828,9000,99
934992,1,93785,0000,11
1607498,1,33919,4000,33
76685,1,34765,0000,11
1031705,1,130528,4000,22
1442946,1,72079,5000,32
1551159,3,26359,6000,31
306377,1,56206,2000,37
1388286,3,139296,9000,11
1637319,1,59880,5000,34
1103215,1,33861,1000,31
188803,1,184168,4000,38
1612095,3,32460,4000,23
1510677,1,103851,8000,24
1338787,3,15338,2000,23
1008783,1,101329,5000,37
1240036,1,124518,9000,11
470919,1,7132,9000,31
1673396,1,167271,3000,24
1484013,1,24527,4000,21
475763,1,3807,0000,21
1594127,1,115882,5000,11
44551,1,102875,4000,31
1164095,1,119457,1000,11
1775370,1,159298,7000,39
810648,1,29771,4000,37
1123652,1,95568,4000,37
1280904,1,139060,5000,37
464959,1,795,4000,23
1814804,1,108535,4000,25
1855868,1,124733,0000,36
180917,1,163120,1000,34
1540821,1,3710,6000,23
495358,1,43667,4000,99
1772858,1,134564,1000,35
1092006,1,51682,6000,99
1270094,1,175516,1000,99
1699387,1,86782,3000,21
22566,1,59577,6000,11
277856,1,20478,4000,31
281795,1,121371,5000,31
1781911,3,179060,2000,31
302875,1,44825,4000,24
794001,1,98436,5000,38
1251346,1,18572,5000,32
1208104,3,96950,3000,26
1912187,1,84119,4000,23
505948,1,51077,0000,32
894634,1,41672,3000,38
1689578,1,153875,6000,31
1398424,1,134590,4000,11
774442,1,46316,7000,11
1350777,1,189292,3000,11
605884,1,35322,2000,11
399022,1,116346,5000,35
1770763,1,63827,0000,31
1263895,3,126916,9000,31
363310,3,124747,2000,31
1842253,1,155430,5000,31
1022630,1,56718,6000,11
855699,1,85877,9000,99
310175,1,31451,9000,99
333671,3,169223,0000,99
1799557,1,180383,9000,31
1255450,1,126122,6000,99
448027,1,91658,4000,21
341104,1,54880,5000,25
406035,1,16721,7000,11
709192,1,71454,0000,21
1127483,1,44224,4000,11
1901742,1,51587,6000,31
1783810,1,136136,5000,11
1563684,1,46182,5000,31
1026532,1,97952,4000,31
97906,3,183365,4000,39
1928194,1,42193,7000,31
555911,1,173096,4000,31
1408378,1,40120,9000,26
1861689,1,153567,4000,11
534754,1,98493,0000,31
44197,1,163967,7000,34
204952,1,56302,4000,21
1530477,1,136238,9000,11
492852,1,110174,0000,11
469607,3,45578,6000,26
294777,1,13409,0000,23
1130862,1,101444,4000,24
646517,1,65175,4000,23
736812,1,58033,1000,11
389631,1,39463,9000,36
468862,1,58776,1000,11
1323069,1,52296,5000,31
432291,1,97100,9000,31
383676,3,139112,6000,38
1459909,1,117580,6000,31
490813,1,97753,4000,39
1250911,1,147399,9000,33
23783,1,116928,0000,31
346566,1,176372,5000,22
1304958,1,130828,5000,38
168236,1,144439,6000,38
1925062,1,89478,7000,31
1749810,1,44113,0000,37
1034280,1,156903,6000,31
436389,1,79762,7000,11
1728989,1,138261,4000,11
548298,1,154942,8000,21
1958225,1,78294,5000,11
1071628,1,107714,6000,11
1343908,1,172072,4000,31
915755,1,39027,4000,31
662505,1,37699,4000,26
1705564,1,32210,2000,23
1510668,1,34670,6000,11
167603,1,84163,4000,31
349120,1,35388,9000,31
1735480,1,48357,5000,31
580292,1,137450,4000,99
1935022,1,79665,2000,31
1726554,1,73201,3000,35
63016,1,138153,4000,11
1175587,1,89980,4000,37
412353,3,14262,0000,31
1705704,1,97127,9000,99
1502904,3,115672,4000,24
1407828,1,141296,0000,22
1931414,1,44429,0000,11
1666411,1,15683,4000,31
930178,1,130853,3000,21
588249,1,128577,2000,35
646869,1,114799,9000,36
102302,1,70067,5000,26
962390,1,59624,8000,32
1775370,1,30208,9000,39
151234,1,132767,4000,33
1580038,1,163454,1000,33
1745785,3,170270,1000,31
372871,3,106235,3000,37
1777413,1,62203,6000,31
1025139,1,147923,4000,22
745349,1,29916,4000,11
457619,3,75445,0000,11
1017262,1,121559,5000,11
473032,1,98140,9000,21
1850766,1,193325,6000,33
1677873,1,120557,6000,31
1510582,3,141680,4000,22
295232,3,37868,4000,11
735023,1,172062,5000,22
267949,1,105743,4000,31
974636,1,41192,6000,11
1612605,1,34000,0000,31
1001744,1,100565,0000,31
688798,1,1384,1000,21
1561024,1,156665,9000,38
1433973,1,188447,4000,37
721391,1,140979,4000,33
1510344,1,159835,9000,21
1107279,1,111231,0000,31
1742150,3,135898,4000,32
409760,3,173658,9000,99
1307456,1,88305,3000,11
151050,3,79699,8000,11
1457473,3,18225,3000,24
1861689,1,173005,6000,11
951344,1,196393,4000,38
1898757,1,32108,4000,37
1485294,1,5544,0000,39
560032,1,68255,5000,31
265875,1,26958,0000,38
1333401,1,133743,0000,31
1800328,1,77483,1000,38
1785337,1,66379,6000,11
1465367,1,28432,4000,37
426564,3,9896,4000,21
1917457,1,183301,6000,31
1821341,3,123613,3000,32
649455,1,65564,5000,99
668799,1,79143,6000,39
949373,1,157802,6000,11
629976,1,110120,0000,35
1411016,1,141615,0000,31
964201,1,150251,4000,31
796578,3,175611,4000,11
1108700,1,161684,5000,23
970694,1,97440,0000,21
994541,1,64231,9000,21
646869,1,65218,9000,36
928047,1,93104,9000,39
1566509,3,121230,3000,38
652295,1,15278,5000,24
1176555,1,122351,4000,31
298396,1,30274,4000,37
883910,3,161624,7000,11
1817874,1,109940,4000,22
781639,1,4237,3000,11
815581,1,110990,4000,99
130949,1,43471,3000,22
1072257,1,107787,9000,31
1284853,1,36718,9000,22
713702,1,71889,0000,11
315438,1,109859,3000,33
1658699,1,54566,6000,11
1164284,3,28758,4000,25
289301,1,9369,8000,31
1044027,3,53909,4000,36
1771485,3,14213,4000,11
102302,1,10399,5000,26
1546540,1,2835,4000,31
543309,1,127005,6000,36
858154,1,125250,4000,34
976276,1,28948,5000,11
1372121,1,130164,6000,11
445481,3,51013,6000,24
816431,1,53071,9000,35
546983,1,46406,6000,33
879958,1,31677,1000,11
165170,3,189158,7000,31
479596,1,26027,4000,24
1282284,1,100849,5000,35
694307,1,171101,4000,11
512482,1,131621,4000,38
737530,1,132892,4000,31
244194,3,41662,2000,31
1909778,1,180761,9000,38
1766370,1,81075,4000,37
691657,1,24199,2000,31
917345,1,92037,0000,32
1879610,1,62447,5000,39
1858549,1,57892,0000,31
445136,3,139822,3000,31
1564319,1,61147,5000,99
413984,1,40044,6000,11
1489837,1,100775,4000,21
1819118,1,182368,0000,33
1394024,1,113614,4000,11
1491330,1,149645,4000,23
1710703,1,150805,2000,21
1702363,3,8672,9000,23
1476964,1,186130,0000,11
1387333,1,164724,6000,11
929640,1,93256,0000,31
1109543,1,170886,2000,22
1914798,3,3508,4000,35
994551,1,99825,9000,99
1012325,1,101697,0000,11
1824331,1,182897,4000,31
730923,1,169654,4000,37
1667189,1,47858,1000,36
1744600,1,193972,4000,99
535859,1,54038,9000,23
1246755,3,1572,4000,11
1569901,1,13365,7000,22
1753560,1,75285,4000,21
1775370,1,88029,9000,39
804459,1,80164,4000,31
443730,3,67684,5000,36
1777994,1,65888,6000,23
821074,1,175503,4000,34
827430,1,55863,6000,23
1283785,1,17748,4000,11
151677,1,15417,9000,99
53416,1,23262,4000,32
1419944,1,52161,4000,38
1586471,1,140420,6000,23
1578781,1,3981,5000,99
759177,1,170707,9000,25
1043013,1,104785,9000,34
451651,1,194711,4000,22
480021,1,194458,6000,31
1518788,3,169864,4000,23
1786558,1,179104,9000,99
1601341,1,169695,4000,31
1726466,1,173178,9000,37
238306,1,67103,4000,37
1391819,1,11663,9000,11
1848375,1,179687,4000,11
852824,1,136813,5000,21
302875,1,44807,4000,24
1164500,1,17944,8000,33
1269951,1,89670,5000,21
1407968,3,49261,8000,31
706453,1,71177,0000,21
625052,1,63764,9000,25
730627,1,120441,8000,11
